 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.385671 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000     -0.644274      4.9321      251.38
     2     -0.000000     -0.000000      0.355187      5.2343      236.87
     3      0.000000     -0.000000      0.876389      5.8456      212.10
     4     -0.000000      0.000000     -0.934283      6.0060      206.43
     5      0.000000     -0.000000     -1.566434      8.0368      154.27
     6     -0.000000     -0.000000     -1.339933      9.0835      136.49
     7     -0.000000      0.000000      0.183256      9.5693      129.56
     8     -0.000000      0.000000     -1.032287      9.6732      128.17
     9      0.000000     -0.000000     -0.286394     10.2705      120.72
    10     -0.000000     -0.000000     -2.864601     11.0055      112.66
    11     -0.000000      0.000000      0.662920     12.2575      101.15
    12     -0.000000      0.000000      1.771415     14.0609       88.18
    13      0.000000     -0.000000      1.529653     14.1200       87.81
    14     -0.000000     -0.000000      2.564057     14.5360       85.29
    15     -0.000000      0.000000      1.491774     15.1220       81.99
    16     -0.000000     -0.000000      0.718542     15.1999       81.57
    17     -0.000000     -0.000000      1.114472     15.3928       80.55
    18     -0.000000     -0.000000      0.205369     15.4536       80.23
    19     -0.000000      0.000000     -0.877374     16.0483       77.26
    20      0.000000     -0.000000      1.266828     16.0569       77.22
    21      0.000000     -0.000000      0.805057     17.3931       71.28
    22     -0.000000     -0.000000      3.214283     17.6098       70.41
    23      0.000000      0.000000      0.647575     18.3653       67.51
    24      0.000000     -0.000000     -1.752134     18.4918       67.05
    25     -0.000000     -0.000000      1.364719     18.6491       66.48
    26     -0.000000     -0.000000      0.305754     18.7155       66.25
    27      0.000000     -0.000000      0.522431     19.0343       65.14
    28      0.000000     -0.000000      0.197872     19.2203       64.51
    29      0.000000     -0.000000      2.329621     19.4165       63.86
    30      0.000000     -0.000000     -0.958238     19.5003       63.58
