0  -3074.8806281286247
1  -3069.9485281286247
2  -3069.6463281286246
3  -3069.0350281286246
4  -3068.874628128625
5  -3066.843828128625
6  -3065.7971281286245
7  -3065.3113281286246
8  -3065.2074281286245
9  -3064.6101281286246
10  -3063.8751281286245
11  -3062.6231281286246
12  -3060.819728128625
13  -3060.760628128625
14  -3060.3446281286247
15  -3059.758628128625
16  -3059.6807281286247
17  -3059.4878281286246
18  -3059.427028128625
19  -3058.832328128625
20  -3058.8237281286247
21  -3057.487528128625
22  -3057.2708281286245
23  -3056.515328128625
24  -3056.388828128625
25  -3056.2315281286246
26  -3056.165128128625
27  -3055.846328128625
28  -3055.6603281286248
29  -3055.464128128625
30  -3055.3803281286246
