 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000    0.207291 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -0.317886      5.2322      236.96
     2     -0.000000      0.000000      0.390258      5.4364      228.06
     3     -0.000000      0.000000      0.552746      6.0861      203.72
     4     -0.000000     -0.000000     -0.827327      6.2347      198.86
     5     -0.000000      0.000000     -1.485947      7.8041      158.87
     6      0.000000     -0.000000     -1.306600      9.3428      132.71
     7      0.000000      0.000000     -0.087612      9.7082      127.71
     8     -0.000000      0.000000     -1.172048     10.1153      122.57
     9      0.000000      0.000000     -0.625871     10.5571      117.44
    10     -0.000000     -0.000000     -2.868022     11.4843      107.96
    11     -0.000000      0.000000      0.585249     12.2031      101.60
    12     -0.000000      0.000000      1.934352     14.2287       87.14
    13     -0.000000      0.000000      1.777398     14.3337       86.50
    14     -0.000000      0.000000      2.681911     14.4649       85.71
    15     -0.000000     -0.000000      1.629238     15.0948       82.14
    16     -0.000000      0.000000      2.226230     15.1710       81.72
    17      0.000000      0.000000     -0.670822     15.3509       80.77
    18     -0.000000      0.000000      0.009086     15.4613       80.19
    19     -0.000000     -0.000000      0.745449     16.0543       77.23
    20     -0.000000      0.000000     -1.030358     16.0548       77.23
    21     -0.000000      0.000000      0.639043     16.8407       73.62
    22      0.000000      0.000000      0.834408     17.4207       71.17
    23      0.000000      0.000000      3.333511     17.5979       70.45
    24     -0.000000     -0.000000      1.534252     18.0509       68.69
    25     -0.000000      0.000000     -1.477197     18.1514       68.31
    26      0.000000      0.000000      0.704775     18.3653       67.51
    27      0.000000      0.000000      0.477077     18.3774       67.47
    28      0.000000      0.000000      0.657663     18.4324       67.26
    29     -0.000000      0.000000      1.601349     18.5328       66.90
    30      0.000000      0.000000      1.469699     18.6486       66.48
