 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000    0.371405 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -0.619132      4.9563      250.15
     2      0.000000     -0.000000      0.359703      5.2527      236.04
     3      0.000000      0.000000      0.850734      5.8641      211.43
     4      0.000000      0.000000     -0.926224      6.0229      205.85
     5      0.000000     -0.000000     -1.560680      8.0163      154.67
     6     -0.000000     -0.000000     -1.348779      9.1033      136.20
     7     -0.000000     -0.000000      0.171557      9.5794      129.43
     8      0.000000      0.000000     -1.043543      9.7087      127.70
     9     -0.000000     -0.000000     -0.315439     10.2925      120.46
    10      0.000000     -0.000000     -2.865854     11.0450      112.25
    11      0.000000      0.000000      0.655962     12.2516      101.20
    12      0.000000      0.000000      1.772587     14.0816       88.05
    13     -0.000000     -0.000000      1.569689     14.1420       87.67
    14      0.000000     -0.000000      2.595152     14.5475       85.23
    15     -0.000000      0.000000      1.518750     15.1331       81.93
    16     -0.000000     -0.000000      0.638424     15.2038       81.55
    17     -0.000000     -0.000000      1.179365     15.3939       80.54
    18      0.000000     -0.000000      0.171326     15.4483       80.26
    19     -0.000000      0.000000     -0.905199     16.0420       77.29
    20      0.000000     -0.000000      1.211132     16.0488       77.25
    21      0.000000     -0.000000      0.802888     17.3611       71.41
    22     -0.000000     -0.000000      3.238021     17.6220       70.36
    23     -0.000000     -0.000000      0.638495     18.3704       67.49
    24     -0.000000     -0.000000     -1.705281     18.4584       67.17
    25     -0.000000     -0.000000      1.375389     18.6738       66.39
    26     -0.000000     -0.000000      0.277453     18.7074       66.28
    27     -0.000000     -0.000000      0.469073     18.8969       65.61
    28      0.000000     -0.000000      0.184048     19.2291       64.48
    29     -0.000000     -0.000000      2.323248     19.4213       63.84
    30     -0.000000     -0.000000     -0.943793     19.4707       63.68
