 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000   -1.084528 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -0.095701      3.5944      344.94
     2     -0.000000     -0.000000      2.245552      6.9192      179.19
     3      0.000000     -0.000000     -0.439524      7.6793      161.45
     4     -0.000000      0.000000      0.838380      7.9253      156.44
     5     -0.000000     -0.000000      0.182970      8.3910      147.76
     6      0.000000     -0.000000      0.705792      8.4436      146.84
     7     -0.000000     -0.000000      0.030686      8.6881      142.71
     8     -0.000000     -0.000000     -1.688112      9.4687      130.94
     9     -0.000000     -0.000000      2.357567      9.8819      125.47
    10     -0.000000     -0.000000      2.201043     10.3093      120.26
    11      0.000000     -0.000000     -0.570048     10.7277      115.57
    12     -0.000000      0.000000      0.909740     10.8678      114.08
    13     -0.000000     -0.000000     -3.384630     11.4968      107.84
    14     -0.000000     -0.000000      1.652289     11.5355      107.48
    15      0.000000     -0.000000      1.327294     11.5922      106.95
    16     -0.000000     -0.000000      0.601477     12.1639      101.93
    17     -0.000000     -0.000000     -1.690262     12.3420      100.46
    18      0.000000     -0.000000      0.192995     12.4323       99.73
    19     -0.000000      0.000000      1.290739     12.5966       98.43
    20     -0.000000     -0.000000      1.280110     12.6508       98.01
    21     -0.000000     -0.000000      1.963775     13.0110       95.29
    22     -0.000000     -0.000000     -1.189489     13.0539       94.98
    23      0.000000     -0.000000      1.117111     13.1257       94.46
    24      0.000000      0.000000     -0.614352     13.3902       92.59
    25      0.000000     -0.000000     -2.283235     13.5815       91.29
    26     -0.000000      0.000000     -0.595307     13.9588       88.82
    27     -0.000000     -0.000000      0.237071     14.0351       88.34
    28      0.000000     -0.000000     -0.603776     14.1842       87.41
    29     -0.000000     -0.000000     -3.194691     14.4624       85.73
    30     -0.000000     -0.000000      2.568904     14.7777       83.90
