0  0  -0.0  0.0 -1.573427
0  1  0.0  0.0 0.0
0  2  0.0  -0.0 0.6899355
0  3  0.0940383  -0.0 -0.0
0  4  0.0  -0.2166425 0.0
0  5  -0.237044  -0.0 0.0
0  6  -0.0  -0.0950071 -0.0
0  7  -0.0  -0.0 0.0
0  8  -0.6375485  -0.0 -0.0
0  9  0.0  -0.0 -0.2864204
0  10  -0.0  0.0 0.0
0  11  0.0  -0.3829652 -0.0
0  12  -0.0  -0.0 -0.0
0  13  -0.0  0.0 0.4421645
0  14  -0.3457326  -0.0 0.0
0  15  -0.0  0.0 -1.0235165
0  16  -0.0  -0.2839664 -0.0
0  17  0.0  0.0 -0.4880027
0  18  -0.4277331  0.0 -0.0
0  19  0.0  0.2136376 -0.0
0  20  -0.0  -0.2035189 0.0
0  21  -0.0  0.0 -0.0
0  22  0.0  -0.0 -0.9823201
0  23  0.0  -0.0798333 0.0
0  24  -0.0967069  -0.0 -0.0
0  25  0.0  0.0 -0.0
0  26  -0.0  -0.6880954 -0.0
0  27  0.1048185  -0.0 0.0
0  28  -0.0  -0.0 1.1045211
0  29  -0.0  -0.0 -0.1093954
0  30  -0.0  -0.0 0.6612846
1  1  -0.0  0.0 -7.3254032
1  2  -0.0  -0.0 -0.0
1  3  -0.0  -0.0062258 -0.0
1  4  -0.1749427  -0.0 -0.0
1  5  -0.0  0.0101057 -0.0
1  6  -0.4983512  0.0 0.0
1  7  -0.0  0.0 0.6403443
1  8  0.0  0.0060456 0.0
1  9  -0.0  -0.0 -0.0
1  10  -0.0  -0.0 0.1546614
1  11  0.1495532  -0.0 -0.0
1  12  0.0  -0.0 -0.0172918
1  13  -0.0  -0.0 0.0
1  14  -0.0  0.0140251 -0.0
1  15  0.0  0.0 -0.0
1  16  -0.3735788  0.0 0.0
1  17  0.0  0.0 -0.0
1  18  -0.0  0.0377 0.0
1  19  0.0150783  -0.0 -0.0
1  20  -0.0035701  0.0 -0.0
1  21  -0.0  0.0 -0.0302291
1  22  -0.0  -0.0 0.0
1  23  0.3923908  -0.0 -0.0
1  24  -0.0  0.0209903 0.0
1  25  0.0  -0.0 -0.2508919
1  26  -0.0163812  0.0 0.0
1  27  -0.0  -0.0414963 -0.0
1  28  0.0  -0.0 -0.0
1  29  -0.0  0.0 0.0
1  30  0.0  -0.0 -0.0
2  2  -0.0  0.0 -8.2553146
2  3  -0.1183408  0.0 0.0
2  4  -0.0  0.0641309 -0.0
2  5  -0.1370967  0.0 -0.0
2  6  0.0  0.0562305 0.0
2  7  -0.0  0.0 0.0
2  8  -0.4965235  0.0 0.0
2  9  0.0  -0.0 0.0674407
2  10  -0.0  -0.0 -0.0
2  11  -0.0  0.1116172 -0.0
2  12  -0.0  -0.0 0.0
2  13  -0.0  0.0 0.2931948
2  14  0.2004083  0.0 -0.0
2  15  -0.0  -0.0 0.0649636
2  16  0.0  0.0684229 0.0
2  17  -0.0  0.0 -0.182537
2  18  -0.4142436  0.0 0.0
2  19  -0.0  0.0418098 0.0
2  20  0.0  0.0844598 -0.0
2  21  -0.0  -0.0 0.0
2  22  0.0  0.0 0.0169946
2  23  -0.0  -0.017531 -0.0
2  24  -0.001812  0.0 -0.0
2  25  0.0  -0.0 0.0
2  26  0.0  -0.0280015 0.0
2  27  0.4126687  -0.0 -0.0
2  28  0.0  0.0 0.2191467
2  29  0.0  -0.0 0.16889
2  30  0.0  -0.0 -0.0085707
3  3  -0.0  0.0 -8.4420843
3  4  0.0  0.0 -0.0
3  5  0.0  0.0 0.0185364
3  6  0.0  0.0 -0.0
3  7  -0.0  0.2221793 -0.0
3  8  0.0  0.0 -0.1671147
3  9  -0.0058399  -0.0 -0.0
