 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000   -1.343714 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000      0.196417      2.5705      482.33
     2     -0.000000      0.000000     -0.254484      6.4347      192.68
     3     -0.000000      0.000000     -0.214067      6.5135      190.35
     4     -0.000000      0.000000      3.359784      6.8885      179.99
     5     -0.000000     -0.000000     -0.919290      7.3815      167.97
     6     -0.000000     -0.000000      1.496743      8.0437      154.14
     7     -0.000000      0.000000     -2.415619      8.1113      152.85
     8     -0.000000     -0.000000      2.881136      8.5247      145.44
     9     -0.000000      0.000000      1.318478      8.5904      144.33
    10     -0.000000     -0.000000     -1.392075      9.1535      135.45
    11     -0.000000     -0.000000      1.066597      9.6748      128.15
    12      0.000000      0.000000      2.692090      9.9304      124.85
    13     -0.000000      0.000000      0.813653     10.3161      120.19
    14      0.000000     -0.000000      2.648652     10.7563      115.27
    15      0.000000     -0.000000     -0.066747     10.8101      114.69
    16     -0.000000     -0.000000      0.105823     11.2827      109.89
    17      0.000000      0.000000      2.207490     11.5417      107.42
    18     -0.000000     -0.000000     -2.976435     11.6961      106.00
    19     -0.000000     -0.000000      0.292888     11.8286      104.82
    20      0.000000     -0.000000      1.230935     11.9152      104.06
    21     -0.000000     -0.000000      1.042859     12.1603      101.96
    22     -0.000000      0.000000     -1.580827     12.3224      100.62
    23     -0.000000     -0.000000      0.141639     12.4258       99.78
    24      0.000000      0.000000     -0.181965     12.4352       99.70
    25     -0.000000      0.000000      0.624300     12.4610       99.50
    26     -0.000000     -0.000000     -3.378463     12.9492       95.75
    27     -0.000000     -0.000000     -1.101176     13.2358       93.67
    28     -0.000000     -0.000000     -3.677201     13.4500       92.18
    29     -0.000000      0.000000     -1.017987     13.5899       91.23
    30     -0.000000      0.000000     -1.051091     13.8537       89.50
