 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.067705 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000     -0.052870      5.4622      226.99
     2     -0.000000      0.000000      0.366761      5.5390      223.84
     3      0.000000      0.000000      0.308543      6.2851      197.27
     4      0.000000     -0.000000     -0.735452      6.4285      192.87
     5     -0.000000      0.000000     -1.384779      7.6715      161.62
     6      0.000000     -0.000000     -0.933216      9.5536      129.78
     7     -0.000000     -0.000000     -0.618325      9.8364      126.05
     8      0.000000     -0.000000     -1.276352     10.4570      118.57
     9     -0.000000      0.000000     -0.857409     10.7919      114.89
    10      0.000000      0.000000     -2.850860     11.8398      104.72
    11      0.000000     -0.000000      0.543099     12.1779      101.81
    12      0.000000     -0.000000      2.028255     14.1150       87.84
    13     -0.000000      0.000000      2.463056     14.1629       87.54
    14      0.000000      0.000000      1.771956     14.5588       85.16
    15      0.000000     -0.000000      1.509705     14.8996       83.21
    16      0.000000      0.000000      2.447514     14.9532       82.91
    17      0.000000     -0.000000     -1.002354     15.4263       80.37
    18     -0.000000      0.000000      0.107555     15.5419       79.77
    19      0.000000      0.000000      0.481381     16.1493       76.77
    20      0.000000     -0.000000     -0.929559     16.1679       76.69
    21     -0.000000     -0.000000      0.521193     16.2760       76.18
    22     -0.000000     -0.000000      0.926438     16.4028       75.59
    23     -0.000000      0.000000      1.601785     17.0471       72.73
    24      0.000000     -0.000000      0.719805     17.2706       71.79
    25      0.000000      0.000000      1.480220     17.3470       71.47
    26      0.000000      0.000000      3.282279     17.4151       71.19
    27      0.000000     -0.000000      0.789795     17.4793       70.93
    28      0.000000      0.000000      1.284815     17.4972       70.86
    29     -0.000000      0.000000     -1.415019     18.0046       68.86
    30     -0.000000      0.000000     -0.051890     18.1491       68.31
