 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -1.722664 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000      0.929678      1.0473     1183.85
     2     -0.000000     -0.000000     -0.059599      2.7173      456.28
     3      0.000000     -0.000000     -0.229218      2.7280      454.49
     4      0.000000     -0.000000     -0.896028      2.9976      413.61
     5      0.000000     -0.000000     -0.850915      3.5643      347.85
     6      0.000000     -0.000000     -3.187788      6.6959      185.16
     7     -0.000000     -0.000000      3.391148      6.8079      182.12
     8     -0.000000     -0.000000      2.623527      7.0758      175.22
     9      0.000000     -0.000000      2.286645      7.9542      155.87
    10      0.000000     -0.000000      1.630159      8.2333      150.59
    11     -0.000000     -0.000000      1.357679      8.3926      147.73
    12      0.000000     -0.000000      0.614557      8.5343      145.28
    13      0.000000     -0.000000      2.251668      8.5353      145.26
    14     -0.000000     -0.000000      0.399161      8.7343      141.95
    15      0.000000     -0.000000      1.645984      8.8600      139.94
    16     -0.000000     -0.000000     -4.136495      9.1611      135.34
    17     -0.000000     -0.000000      0.346493      9.3171      133.07
    18      0.000000      0.000000      3.016059      9.9256      124.91
    19      0.000000      0.000000      1.992459     10.1632      121.99
    20      0.000000     -0.000000      0.958687     10.3001      120.37
    21      0.000000     -0.000000      0.474309     10.3519      119.77
    22     -0.000000     -0.000000      0.690000     10.5733      117.26
    23      0.000000     -0.000000      0.705550     10.8568      114.20
    24     -0.000000     -0.000000     -3.080469     11.3809      108.94
    25      0.000000     -0.000000      0.721082     11.4015      108.74
    26      0.000000     -0.000000     -4.139516     11.8533      104.60
    27     -0.000000     -0.000000     -1.645276     11.9115      104.09
    28      0.000000     -0.000000     -0.210567     12.1967      101.65
    29     -0.000000     -0.000000      0.491951     12.2442      101.26
    30      0.000000     -0.000000     -0.177506     12.6177       98.26
