 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -1.268803 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000      0.099328      2.8877      429.35
     2     -0.000000      0.000000      2.974145      6.9464      178.49
     3     -0.000000      0.000000     -0.100185      7.0902      174.87
     4     -0.000000      0.000000     -0.168602      7.1377      173.70
     5     -0.000000     -0.000000     -0.664900      7.5642      163.91
     6     -0.000000     -0.000000      1.276245      8.0251      154.50
     7     -0.000000      0.000000     -2.120224      8.4785      146.23
     8     -0.000000      0.000000      1.043471      8.5657      144.74
     9      0.000000      0.000000      2.718923      8.9407      138.67
    10      0.000000     -0.000000     -1.094017      9.6784      128.10
    11     -0.000000     -0.000000      1.010352     10.0145      123.80
    12     -0.000000      0.000000      2.712735     10.1517      122.13
    13     -0.000000      0.000000      0.737912     10.6693      116.21
    14     -0.000000      0.000000      2.657208     11.0277      112.43
    15     -0.000000      0.000000     -2.100640     11.4395      108.38
    16     -0.000000     -0.000000      0.192406     11.5762      107.10
    17     -0.000000      0.000000     -1.270382     11.8654      104.49
    18      0.000000     -0.000000      0.293631     12.0203      103.15
    19     -0.000000      0.000000      2.168648     12.0310      103.05
    20     -0.000000     -0.000000      1.247232     12.1390      102.14
    21     -0.000000     -0.000000      1.120871     12.2903      100.88
    22     -0.000000      0.000000     -1.647545     12.3541      100.36
    23     -0.000000      0.000000      1.074417     12.6707       97.85
    24     -0.000000     -0.000000      0.198925     12.8896       96.19
    25      0.000000     -0.000000     -3.045566     13.1603       94.21
    26     -0.000000     -0.000000     -1.144181     13.2174       93.80
    27      0.000000      0.000000     -2.025812     13.5324       91.62
    28     -0.000000     -0.000000     -0.902631     13.6776       90.65
    29     -0.000000      0.000000     -2.136306     13.8972       89.22
    30     -0.000000      0.000000     -0.916631     13.9118       89.12
