0  -3114.688112887935
1  -3109.685112887935
2  -3108.260212887935
3  -3107.4697128879347
4  -3107.327612887935
5  -3106.796012887935
6  -3104.477612887935
7  -3103.896012887935
8  -3103.239512887935
9  -3103.175712887935
10  -3102.861012887935
11  -3102.504912887935
12  -3102.193512887935
13  -3101.980012887935
14  -3101.945512887935
15  -3101.432112887935
16  -3101.389312887935
17  -3101.319412887935
18  -3101.310112887935
19  -3101.046512887935
20  -3101.035912887935
21  -3100.425212887935
22  -3100.418612887935
23  -3100.365512887935
24  -3099.543612887935
25  -3099.345312887935
26  -3099.287912887935
27  -3099.250912887935
28  -3098.957612887935
29  -3098.664012887935
30  -3098.642112887935
