0  -3115.59172505868
1  -3112.8045250586797
2  -3108.68372505868
3  -3108.67562505868
4  -3108.65542505868
5  -3108.07442505868
6  -3107.55932505868
7  -3107.2328250586797
8  -3107.0174250586797
9  -3106.7800250586797
10  -3106.07232505868
11  -3105.68722505868
12  -3105.48892505868
13  -3105.03692505868
14  -3104.64722505868
15  -3104.32142505868
16  -3104.10642505868
17  -3103.8306250586797
18  -3103.70392505868
19  -3103.63092505868
20  -3103.52212505868
21  -3103.34422505868
22  -3103.24492505868
23  -3102.98812505868
24  -3102.85222505868
25  -3102.49322505868
26  -3102.38012505868
27  -3102.36462505868
28  -3101.94242505868
29  -3101.88042505868
30  -3101.7020250586797
