 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000   -1.237206 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000      0.061469      3.0167      410.99
     2     -0.000000      0.000000      2.815372      6.9527      178.33
     3     -0.000000     -0.000000     -0.051849      7.3244      169.28
     4     -0.000000     -0.000000     -0.120565      7.4210      167.07
     5     -0.000000     -0.000000     -0.581881      7.6106      162.91
     6     -0.000000      0.000000      1.178209      8.0138      154.71
     7     -0.000000     -0.000000      0.986218      8.5458      145.08
     8      0.000000     -0.000000     -2.050895      8.6449      143.42
     9     -0.000000      0.000000      2.641977      9.1061      136.16
    10     -0.000000     -0.000000     -0.977410      9.8756      125.55
    11     -0.000000      0.000000      0.989776     10.1594      122.04
    12      0.000000      0.000000      2.613622     10.1988      121.57
    13     -0.000000     -0.000000      0.708383     10.8202      114.59
    14     -0.000000      0.000000      2.638321     11.1314      111.38
    15      0.000000      0.000000     -3.021941     11.5329      107.50
    16     -0.000000     -0.000000      0.239184     11.6905      106.06
    17      0.000000     -0.000000      0.291265     12.0954      102.51
    18      0.000000      0.000000     -0.234649     12.1183      102.31
    19      0.000000      0.000000      2.117092     12.2089      101.55
    20     -0.000000      0.000000      1.178739     12.2299      101.38
    21      0.000000      0.000000      1.088356     12.3531      100.37
    22     -0.000000     -0.000000     -1.656310     12.3605      100.31
    23     -0.000000     -0.000000      1.084236     12.7553       97.20
    24      0.000000     -0.000000      0.205821     13.0864       94.74
    25      0.000000     -0.000000     -1.159531     13.2000       93.93
    26     -0.000000     -0.000000     -2.908592     13.2360       93.67
    27      0.000000      0.000000     -0.847158     13.7168       90.39
    28      0.000000      0.000000     -3.219416     13.7897       89.91
    29     -0.000000     -0.000000     -0.861207     13.9457       88.90
    30      0.000000      0.000000     -0.919149     14.2884       86.77
