 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.441194 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -0.739407      4.8375      256.30
     2     -0.000000      0.000000      0.334998      5.1600      240.28
     3     -0.000000      0.000000      0.974519      5.7751      214.69
     4      0.000000      0.000000     -0.965279      5.9436      208.60
     5      0.000000      0.000000     -1.589004      8.1190      152.71
     6     -0.000000      0.000000     -1.289962      9.0082      137.63
     7      0.000000      0.000000      0.216374      9.5318      130.07
     8      0.000000      0.000000     -0.987554      9.5337      130.05
     9      0.000000      0.000000     -0.170470     10.1872      121.71
    10     -0.000000     -0.000000     -2.858781     10.8492      114.28
    11      0.000000      0.000000      0.690936     12.2835      100.94
    12      0.000000      0.000000      1.764418     13.9827       88.67
    13     -0.000000     -0.000000      1.384190     14.0090       88.50
    14     -0.000000      0.000000      2.440187     14.4602       85.74
    15      0.000000      0.000000      1.385439     15.0538       82.36
    16     -0.000000     -0.000000      1.286720     15.1676       81.74
    17     -0.000000     -0.000000      0.594147     15.3789       80.62
    18     -0.000000      0.000000      0.336107     15.4789       80.10
    19      0.000000      0.000000     -0.770087     16.0791       77.11
    20     -0.000000     -0.000000      1.482554     16.0963       77.03
    21      0.000000      0.000000      0.790304     17.4871       70.90
    22      0.000000      0.000000      3.124245     17.5365       70.70
    23      0.000000      0.000000      0.685345     18.3237       67.66
    24      0.000000      0.000000      1.324888     18.5263       66.92
    25      0.000000      0.000000     -1.758667     18.6195       66.59
    26      0.000000      0.000000      0.427245     18.7477       66.13
    27     -0.000000      0.000000      0.251762     19.1855       64.62
    28      0.000000      0.000000      2.311014     19.3556       64.06
    29      0.000000      0.000000     -1.005145     19.6293       63.16
    30      0.000000     -0.000000      0.630272     19.6314       63.16
