0  -3081.7963837239276
1  -3076.741383723928
2  -3076.472283723928
3  -3075.8552837239276
4  -3075.7012837239276
5  -3073.8608837239276
6  -3072.6099837239276
7  -3072.1737837239275
8  -3071.9426837239275
9  -3071.4118837239275
10  -3070.5923837239275
11  -3069.5654837239276
12  -3067.6276837239275
13  -3067.589883723928
14  -3067.2344837239275
15  -3066.6438837239275
16  -3066.5865837239276
17  -3066.4119837239277
18  -3066.360083723928
19  -3065.7686837239276
20  -3065.766583723928
21  -3064.592983723928
22  -3064.1502837239277
23  -3063.5370837239275
24  -3063.430683723928
25  -3063.3677837239275
26  -3063.122483723928
27  -3063.0490837239277
28  -3062.7574837239276
29  -3062.5690837239276
30  -3062.4890837239277
