0  -3110.8195374301595
1  -3109.7016374301593
2  -3107.8899374301595
3  -3107.7953374301596
4  -3107.5278374301593
5  -3106.9986374301593
6  -3104.0621374301595
7  -3103.9883374301594
8  -3103.6631374301596
9  -3102.8461374301596
10  -3102.5198374301594
11  -3102.3990374301593
12  -3102.2732374301595
13  -3102.1192374301595
14  -3102.0023374301595
15  -3101.8705374301594
16  -3101.4244374301593
17  -3101.3618374301595
18  -3100.8651374301594
19  -3100.5753374301594
20  -3100.3964374301595
21  -3100.3670374301596
22  -3100.1641374301594
23  -3099.8416374301596
24  -3099.4071374301593
25  -3099.2465374301596
26  -3098.8778374301596
27  -3098.8747374301593
28  -3098.6212374301595
29  -3098.4363374301593
30  -3098.0894374301593
