 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000    0.697871 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -1.374047      4.2926      288.83
     2     -0.000000      0.000000      0.042316      4.7041      263.57
     3     -0.000000     -0.000000      1.485111      5.5129      224.90
     4     -0.000000     -0.000000     -1.228629      5.8565      211.70
     5      0.000000      0.000000     -1.390904      8.6860      142.74
     6     -0.000000     -0.000000     -0.718902      8.6969      142.56
     7      0.000000      0.000000     -0.298487      8.7861      141.11
     8     -0.000000     -0.000000     -0.738710      9.3855      132.10
     9      0.000000      0.000000      1.136257      9.7189      127.57
    10     -0.000000      0.000000     -2.280077     10.0559      123.29
    11      0.000000      0.000000      0.156367     10.0580      123.27
    12     -0.000000      0.000000      2.178038     10.3252      120.08
    13     -0.000000     -0.000000      1.110545     11.1184      111.51
    14      0.000000     -0.000000      3.215850     11.3133      109.59
    15     -0.000000     -0.000000      0.862894     12.8124       96.77
    16     -0.000000      0.000000      3.175483     13.3831       92.64
    17      0.000000      0.000000      1.518621     13.8410       89.58
    18      0.000000      0.000000      0.935834     14.1375       87.70
    19      0.000000     -0.000000      1.628685     14.2008       87.31
    20      0.000000      0.000000     -1.491584     14.2994       86.71
    21     -0.000000      0.000000      0.839372     14.7205       84.23
    22      0.000000      0.000000      0.191327     14.7389       84.12
    23      0.000000      0.000000      2.376753     15.5023       79.98
    24     -0.000000     -0.000000      1.183014     15.5401       79.78
    25     -0.000000     -0.000000     -0.872544     15.6541       79.20
    26     -0.000000     -0.000000      0.357332     16.1136       76.94
    27     -0.000000     -0.000000      2.862083     17.8462       69.47
    28      0.000000      0.000000      0.720588     18.1190       68.43
    29     -0.000000     -0.000000     -0.554000     18.5719       66.76
    30      0.000000      0.000000     -1.032323     18.6774       66.38
