 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.705325 a.u.

 Transition dipole moment between ground state (0) and excited states (a.u.)
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     0     1     0.0000000     1.2217835     0.0000000     4.31580     0.15784
     0     2    -0.0000000     0.0000000    -0.0000000     4.71890     0.00000
     0     3    -0.0000000     0.5445292    -0.0000000     5.49030     0.03988
     0     4    -0.0000000    -0.0000000    -0.0601596     5.79510     0.00051
     0     5     0.0000000     0.0000000    -0.0000000     8.61660     0.00000
     0     6    -0.0000000     0.0000000    -0.4454224     8.74760     0.04252
     0     7    -0.0000000    -0.9265114    -0.0000000     8.75010     0.18402
     0     8    -0.0000000    -1.0134844    -0.0000000     9.40080     0.23657
     0     9     0.0000000    -0.0000000    -0.0000000     9.98750     0.00000
     0    10    -0.0000000     0.8748960     0.0000000    10.03370     0.18816
     0    11     0.0000000     0.0000000     0.4760731    11.09550     0.06161
     0    12    -0.0930462    -0.0000000     0.0000000    11.71040     0.00248
     0    13     0.0000000    -0.3334773     0.0000000    12.45400     0.03393
     0    14     0.0000000     0.0000000    -0.6436966    12.52000     0.12709
     0    15    -0.0000000    -0.0000000     0.4720520    12.87140     0.07027
     0    16    -0.0000000    -0.2845386    -0.0000000    13.79050     0.02735
     0    17    -0.0000000     0.0000000     0.2560417    14.55490     0.02338
     0    18    -0.0000000    -0.0000000    -0.1300495    14.78390     0.00613
     0    19     0.4161685    -0.0000000    -0.0000000    14.90200     0.06323
     0    20    -0.5676020    -0.0000000    -0.0000000    15.49110     0.12227
     0    21     0.0000000    -0.3634956     0.0000000    15.57260     0.05041
     0    22    -0.0000000    -0.0000000     0.6113762    15.75760     0.14430
     0    23     0.0000000    -0.1756414    -0.0000000    15.77960     0.01193
     0    24    -0.0000000     0.0000000     0.0762635    16.03250     0.00228
     0    25     0.1684240    -0.0000000     0.0000000    16.84500     0.01171
     0    26    -0.0000000    -0.0000000    -0.4065871    17.28310     0.07000
     0    27     0.0000000    -0.0000000    -0.1437744    18.32540     0.00928
     0    28     0.0000000    -0.0655197     0.0000000    18.77620     0.00197
     0    29    -0.2359134     0.0000000    -0.0000000    18.81680     0.02566
     0    30     0.0000000     0.1676192    -0.0000000    19.01080     0.01309
 
 Note: In below output the case of i=j corresponds to electronic contribution to dipole moment of excited state i
 Transition dipole moment between excited states (a.u.):
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     1     1    -0.0000000     0.0000000     8.9390514     0.00000     0.00000
     1     2     2.8843656     0.0000000    -0.0000000     0.40310     0.08216
     1     3     0.0000000    -0.0000000     2.7385850     1.17450     0.21581
     1     4    -0.0000000     2.9745385     0.0000000     1.47930     0.32067
     1     5     0.2528356    -0.0000000     0.0000000     4.30080     0.00674
     1     6    -0.0000000    -0.5895328    -0.0000000     4.43180     0.03774
     1     7    -0.0000000     0.0000000     0.4424806     4.43430     0.02127
     1     8     0.0000000    -0.0000000    -0.6239296     5.08500     0.04850
     1     9    -1.1978377    -0.0000000    -0.0000000     5.67170     0.19937
     1    10    -0.0000000    -0.0000000     0.0987352     5.71790     0.00137
     1    11     0.0000000    -0.3464202     0.0000000     6.77970     0.01993
     1    12    -0.0000000     0.0000000     0.0000000     7.39460     0.00000
     1    13     0.0000000     0.0000000     0.0483614     8.13820     0.00047
