 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000   -1.472611 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000      0.389762      2.0021      619.27
     2      0.000000      0.000000     -0.344912      5.1392      241.25
     3     -0.000000      0.000000     -0.404328      5.4454      227.69
     4      0.000000      0.000000      1.195439      6.1295      202.27
     5      0.000000      0.000000      1.375328      7.0486      175.90
     6      0.000000      0.000000      0.783390      7.3417      168.88
     7     -0.000000      0.000000     -2.748069      7.5316      164.62
     8      0.000000      0.000000      1.869734      8.0478      154.06
     9      0.000000      0.000000      0.437811      8.1749      151.66
    10      0.000000      0.000000      1.647460      8.6038      144.10
    11     -0.000000      0.000000      1.556586      9.0655      136.76
    12      0.000000      0.000000      1.195316      9.1121      136.07
    13      0.000000      0.000000      0.951030      9.7323      127.39
    14      0.000000     -0.000000      2.420970     10.1832      121.75
    15     -0.000000      0.000000      0.841136     10.2050      121.49
    16     -0.000000     -0.000000      1.937003     10.2639      120.80
    17      0.000000      0.000000      0.017763     10.7000      115.87
    18     -0.000000     -0.000000      1.090383     11.2574      110.14
    19     -0.000000      0.000000      0.324124     11.4436      108.34
    20      0.000000      0.000000      1.119102     11.4511      108.27
    21      0.000000      0.000000     -3.138566     11.6336      106.57
    22      0.000000     -0.000000      0.208413     11.6354      106.56
    23      0.000000      0.000000     -0.526115     11.7697      105.34
    24      0.000000      0.000000      0.976831     12.0082      103.25
    25     -0.000000      0.000000     -1.610164     12.2264      101.41
    26      0.000000      0.000000     -2.549696     12.4273       99.77
    27      0.000000      0.000000     -3.983827     12.8741       96.31
    28     -0.000000     -0.000000      0.890575     13.1436       94.33
    29     -0.000000      0.000000     -1.217924     13.1822       94.05
    30     -0.000000     -0.000000      0.046055     13.4624       92.10
