 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.083295 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000     -0.082211      5.4368      228.05
     2     -0.000000     -0.000000      0.372426      5.5306      224.18
     3      0.000000     -0.000000      0.334578      6.2626      197.98
     4      0.000000     -0.000000     -0.746219      6.4067      193.52
     5     -0.000000     -0.000000     -1.398988      7.6835      161.36
     6     -0.000000      0.000000     -0.997855      9.5303      130.09
     7      0.000000      0.000000     -0.537383      9.8210      126.24
     8      0.000000     -0.000000     -1.265075     10.4191      119.00
     9      0.000000     -0.000000     -0.832879     10.7655      115.17
    10     -0.000000      0.000000     -2.853711     11.8010      105.06
    11     -0.000000     -0.000000      0.546823     12.1804      101.79
    12      0.000000     -0.000000      2.022782     14.1335       87.72
    13     -0.000000      0.000000      2.491213     14.2038       87.29
    14     -0.000000     -0.000000      1.772868     14.5335       85.31
    15      0.000000     -0.000000      1.524045     14.9253       83.07
    16      0.000000      0.000000      2.486941     14.9831       82.75
    17      0.000000     -0.000000     -1.036142     15.4132       80.44
    18      0.000000      0.000000      0.093625     15.5329       79.82
    19      0.000000      0.000000      0.505123     16.1381       76.83
    20      0.000000     -0.000000     -0.941554     16.1526       76.76
    21     -0.000000     -0.000000      0.500925     16.3473       75.84
    22      0.000000     -0.000000      0.948969     16.5026       75.13
    23     -0.000000     -0.000000      1.610618     17.1549       72.27
    24     -0.000000     -0.000000      0.717893     17.3863       71.31
    25      0.000000      0.000000      3.304199     17.4412       71.09
    26     -0.000000      0.000000      1.449509     17.4598       71.01
    27      0.000000     -0.000000      0.774785     17.5793       70.53
    28     -0.000000      0.000000      1.312441     17.6223       70.36
    29     -0.000000      0.000000     -1.379917     18.0330       68.75
    30      0.000000     -0.000000     -0.009863     18.1761       68.21
