 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -0.164107 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000      0.177483      5.5444      223.62
     2      0.000000      0.000000      0.379058      5.8320      212.59
     3     -0.000000      0.000000     -0.040190      6.6260      187.12
     4      0.000000     -0.000000     -0.561305      6.7634      183.32
     5     -0.000000     -0.000000     -1.060337      7.5964      163.21
     6      0.000000     -0.000000      0.582589      9.8665      125.66
     7      0.000000     -0.000000     -2.333587     10.1147      122.58
     8      0.000000      0.000000     -1.429632     11.0102      112.61
     9      0.000000     -0.000000     -1.183426     11.1858      110.84
    10      0.000000      0.000000      0.519901     12.1424      102.11
    11     -0.000000     -0.000000     -2.775349     12.3960      100.02
    12     -0.000000     -0.000000      1.984991     13.3902       92.59
    13      0.000000      0.000000      2.109441     13.7429       90.22
    14     -0.000000      0.000000      1.885676     14.4550       85.77
    15      0.000000     -0.000000      1.371750     14.4663       85.71
    16      0.000000      0.000000      1.226501     14.8207       83.66
    17     -0.000000     -0.000000      1.743851     14.9324       83.03
    18     -0.000000     -0.000000      0.615943     15.3859       80.58
    19     -0.000000      0.000000      0.832374     15.4223       80.39
    20     -0.000000     -0.000000      0.779609     15.6628       79.16
    21     -0.000000      0.000000      0.184513     15.6824       79.06
    22      0.000000     -0.000000      0.382838     15.6883       79.03
    23     -0.000000     -0.000000      0.724794     15.7309       78.82
    24     -0.000000      0.000000      0.958509     15.8246       78.35
    25      0.000000      0.000000      1.012994     16.1398       76.82
    26      0.000000     -0.000000     -0.796852     16.4325       75.45
    27     -0.000000      0.000000     -0.256699     16.4347       75.44
    28      0.000000     -0.000000      0.767921     16.8874       73.42
    29      0.000000     -0.000000      2.194243     16.9775       73.03
    30     -0.000000      0.000000      0.573253     17.0491       72.72
