 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -0.755008 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.258236      4.5886      270.20
     2     -0.000000      0.000000      1.473978      6.6481      186.50
     3     -0.000000      0.000000     -0.469825      7.4433      166.57
     4     -0.000000     -0.000000      0.148314      7.5978      163.18
     5     -0.000000      0.000000      0.055103      8.1014      153.04
     6      0.000000      0.000000      1.680624     10.2978      120.40
     7     -0.000000      0.000000      0.716480     10.4333      118.84
     8     -0.000000     -0.000000      0.400504     10.8570      114.20
     9     -0.000000     -0.000000     -3.410377     11.0876      111.82
    10     -0.000000      0.000000     -0.798204     11.4627      108.16
    11     -0.000000      0.000000      1.943796     11.5462      107.38
    12      0.000000      0.000000     -1.643989     12.0884      102.56
    13     -0.000000      0.000000      1.200291     12.2583      101.14
    14      0.000000      0.000000      0.041594     12.4169       99.85
    15     -0.000000     -0.000000      0.803068     12.4526       99.56
    16     -0.000000      0.000000     -0.855248     12.5027       99.17
    17     -0.000000     -0.000000      1.942841     12.8633       96.39
    18     -0.000000      0.000000      0.203021     13.2051       93.89
    19     -0.000000     -0.000000      1.291420     13.2889       93.30
    20     -0.000000     -0.000000      0.051199     13.3007       93.22
    21     -0.000000     -0.000000     -1.890530     13.5452       91.53
    22     -0.000000      0.000000      1.154963     13.6063       91.12
    23     -0.000000      0.000000      1.061864     13.8462       89.54
    24      0.000000      0.000000     -1.230972     14.4939       85.54
    25      0.000000      0.000000      1.522881     14.6379       84.70
    26     -0.000000     -0.000000     -0.164815     14.7940       83.81
    27     -0.000000      0.000000     -0.245090     15.0552       82.35
    28     -0.000000     -0.000000      1.469940     15.4812       80.09
    29      0.000000     -0.000000     -0.956189     15.5149       79.91
    30      0.000000      0.000000      2.745283     15.6301       79.32
