 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.587431 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.997710      4.5785      270.80
     2      0.000000     -0.000000      0.261842      4.9425      250.85
     3     -0.000000      0.000000      1.239997      5.6001      221.40
     4     -0.000000      0.000000     -1.053638      5.8049      213.59
     5      0.000000     -0.000000     -1.639223      8.3517      148.45
     6      0.000000     -0.000000     -1.038438      8.8302      140.41
     7     -0.000000     -0.000000     -0.859465      9.1504      135.50
     8      0.000000     -0.000000      0.206803      9.4505      131.19
     9     -0.000000     -0.000000      0.146355      9.9991      124.00
    10      0.000000      0.000000     -2.828317     10.4169      119.02
    11     -0.000000     -0.000000      0.762412     12.3878      100.09
    12     -0.000000      0.000000      1.206899     13.4419       92.24
    13     -0.000000     -0.000000      1.722529     13.8019       89.83
    14      0.000000     -0.000000      2.283103     13.9654       88.78
    15     -0.000000      0.000000      1.252918     14.6183       84.81
    16     -0.000000     -0.000000      2.766100     14.8137       83.70
    17     -0.000000      0.000000     -0.837999     15.2658       81.22
    18      0.000000     -0.000000      0.456224     15.4791       80.10
    19     -0.000000      0.000000     -0.663846     16.1273       76.88
    20     -0.000000     -0.000000      1.892238     16.1630       76.71
    21      0.000000     -0.000000      3.064958     17.0612       72.67
    22      0.000000     -0.000000      0.736781     17.3953       71.27
    23     -0.000000     -0.000000      1.392745     17.9224       69.18
    24      0.000000      0.000000      0.832138     17.9743       68.98
    25      0.000000     -0.000000      0.664884     18.7661       66.07
    26     -0.000000     -0.000000      0.278828     18.8500       65.77
    27     -0.000000     -0.000000      0.748473     19.0774       64.99
    28      0.000000     -0.000000      0.315043     19.0802       64.98
    29      0.000000      0.000000     -0.786962     19.5493       63.42
    30     -0.000000     -0.000000     -0.425587     19.6459       63.11
