 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -1.224093 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000      0.046233      3.0694      403.94
     2      0.000000     -0.000000      2.754710      6.9536      178.30
     3      0.000000     -0.000000     -0.031761      7.4201      167.09
     4      0.000000     -0.000000     -0.095771      7.5362      164.52
     5      0.000000      0.000000     -0.554921      7.6256      162.59
     6     -0.000000     -0.000000      1.133777      8.0086      154.81
     7      0.000000     -0.000000      1.003330      8.5397      145.19
     8      0.000000     -0.000000     -2.062360      8.7120      142.31
     9     -0.000000     -0.000000      2.612018      9.1740      135.15
    10      0.000000     -0.000000     -0.933191      9.9544      124.55
    11      0.000000      0.000000      2.572004     10.2145      121.38
    12     -0.000000     -0.000000      0.981682     10.2197      121.32
    13      0.000000     -0.000000      0.697066     10.8832      113.92
    14      0.000000     -0.000000      2.626570     11.1728      110.97
    15     -0.000000      0.000000     -3.160278     11.5460      107.38
    16      0.000000     -0.000000      0.260806     11.7362      105.64
    17     -0.000000     -0.000000      0.289178     12.1258      102.25
    18     -0.000000     -0.000000      0.420989     12.2242      101.43
    19     -0.000000     -0.000000      0.810938     12.2774      100.99
    20      0.000000      0.000000      2.098131     12.2807      100.96
    21      0.000000     -0.000000     -1.659678     12.3620      100.29
    22     -0.000000     -0.000000      0.942686     12.3882      100.08
    23      0.000000     -0.000000      1.087921     12.7894       96.94
    24     -0.000000     -0.000000      0.208834     13.1681       94.15
    25     -0.000000      0.000000     -1.165278     13.1913       93.99
    26      0.000000      0.000000     -2.853307     13.2663       93.46
    27     -0.000000     -0.000000     -0.824344     13.7340       90.28
    28     -0.000000      0.000000     -3.361613     13.8627       89.44
    29     -0.000000     -0.000000     -0.838630     13.9613       88.81
    30      0.000000      0.000000      2.450831     14.3360       86.48
