0  -3111.939082373025
1  -3110.533982373025
2  -3108.247482373025
3  -3107.775982373025
4  -3107.766682373025
5  -3106.936082373025
6  -3105.030882373025
7  -3104.938182373025
8  -3104.468082373025
9  -3103.924182373025
10  -3103.387782373025
11  -3103.382882373025
12  -3103.356082373025
13  -3102.802282373025
14  -3102.764682373025
15  -3102.562182373025
16  -3101.998682373025
17  -3101.891782373025
18  -3101.630082373025
19  -3101.3766823730252
20  -3101.097182373025
21  -3101.0967823730252
22  -3100.990782373025
23  -3100.552582373025
24  -3100.427782373025
25  -3099.881482373025
26  -3099.754882373025
27  -3099.727782373025
28  -3099.6727823730253
29  -3099.1057823730252
30  -3098.9753823730252
