 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.635766 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -1.093252      4.4859      276.39
     2      0.000000      0.000000      0.226230      4.8625      254.98
     3      0.000000      0.000000      1.332130      5.5473      223.50
     4      0.000000      0.000000     -1.089231      5.7734      214.75
     5      0.000000      0.000000     -1.636720      8.4358      146.97
     6      0.000000      0.000000     -0.900773      8.7819      141.18
     7      0.000000      0.000000     -0.811717      9.0126      137.57
     8      0.000000     -0.000000      0.148925      9.4312      131.46
     9     -0.000000      0.000000      0.239032      9.9577      124.51
    10      0.000000      0.000000     -2.800697     10.2643      120.79
    11     -0.000000     -0.000000      0.757903     12.4389       99.67
    12     -0.000000      0.000000      1.278455     13.0649       94.90
    13      0.000000      0.000000      2.310357     13.6076       91.11
    14     -0.000000      0.000000      1.688790     13.7525       90.15
    15      0.000000      0.000000      1.281802     14.2968       86.72
    16     -0.000000      0.000000      3.045480     14.5101       85.45
    17     -0.000000      0.000000     -1.171739     15.1449       81.87
    18      0.000000      0.000000      0.384379     15.3952       80.53
    19      0.000000      0.000000     -0.720528     16.0826       77.09
    20      0.000000      0.000000      1.969106     16.1161       76.93
    21      0.000000      0.000000      3.133465     16.7062       74.21
    22     -0.000000      0.000000      0.794655     17.1538       72.28
    23      0.000000      0.000000      1.503279     17.5295       70.73
    24      0.000000      0.000000      0.920471     17.6874       70.10
    25     -0.000000      0.000000      2.254852     18.6237       66.57
    26      0.000000      0.000000      0.666983     18.6900       66.34
    27      0.000000      0.000000      0.276855     19.0331       65.14
    28     -0.000000      0.000000     -1.091956     19.0438       65.10
    29      0.000000      0.000000     -0.693010     19.1849       64.63
    30      0.000000      0.000000     -0.347499     19.5170       63.53
