0  -3114.2525347291235
1  -3112.0747347291235
2  -3108.7067347291236
3  -3108.4688347291235
4  -3107.7388347291235
5  -3107.1392347291235
6  -3106.5512347291233
7  -3106.4192347291237
8  -3106.2023347291233
9  -3105.8099347291236
10  -3105.6486347291234
11  -3104.9718347291237
12  -3104.9257347291236
13  -3104.3450347291237
14  -3103.8988347291233
15  -3103.8771347291236
16  -3103.6218347291233
17  -3103.3626347291233
18  -3102.7444347291234
19  -3102.6827347291232
20  -3102.6462347291235
21  -3102.5961347291236
22  -3102.3792347291233
23  -3102.2969347291237
24  -3102.0957347291233
25  -3101.9890347291234
26  -3101.6608347291235
27  -3101.2038347291236
28  -3101.0461347291234
29  -3100.8877347291236
30  -3100.6966347291236
