0  -3110.453041342333
1  -3105.0311413423333
2  -3104.393041342333
3  -3103.605641342333
4  -3103.4679413423332
5  -3102.7993413423333
6  -3100.436341342333
7  -3100.105241342333
8  -3099.116541342333
9  -3099.020441342333
10  -3098.339941342333
11  -3097.7222413423333
12  -3097.697641342333
13  -3097.013541342333
14  -3096.5167413423333
15  -3096.354241342333
16  -3096.281241342333
17  -3095.8854413423333
18  -3095.8555413423333
19  -3095.646641342333
20  -3095.638641342333
21  -3095.476541342333
22  -3095.302641342333
23  -3095.0547413423333
24  -3094.748441342333
25  -3094.741441342333
26  -3094.420441342333
27  -3094.177841342333
28  -3093.871341342333
29  -3093.835441342333
30  -3093.816941342333
