0  -3112.3981072074353
1  -3107.1090072074353
2  -3106.1917072074352
3  -3105.404607207435
4  -3105.2660072074355
5  -3104.6686072074353
6  -3102.2983072074353
7  -3101.881607207435
8  -3100.886307207435
9  -3100.806507207435
10  -3100.3030072074353
11  -3100.117707207435
12  -3099.4555072074354
13  -3099.1953072074352
14  -3099.0274072074353
15  -3098.5811072074353
16  -3098.5575072074353
17  -3098.4254072074355
18  -3098.264907207435
19  -3098.151607207435
20  -3098.147607207435
21  -3097.722007207435
22  -3097.4568072074353
23  -3097.1347072074354
24  -3097.118107207435
25  -3096.7603072074353
26  -3096.5823072074354
27  -3096.5499072074354
28  -3096.095207207435
29  -3095.949107207435
30  -3095.796607207435
