 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.576724 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -0.977615      4.5983      269.63
     2      0.000000      0.000000      0.268473      4.9596      249.99
     3      0.000000      0.000000      1.219926      5.6123      220.92
     4      0.000000     -0.000000     -1.046288      5.8134      213.27
     5      0.000000      0.000000     -1.637340      8.3337      148.77
     6      0.000000     -0.000000     -1.064074      8.8419      140.22
     7      0.000000      0.000000     -0.869460      9.1798      135.06
     8      0.000000     -0.000000      0.213834      9.4554      131.13
     9     -0.000000      0.000000      0.123957     10.0103      123.86
    10      0.000000      0.000000     -2.831968     10.4499      118.65
    11      0.000000      0.000000      0.758499     12.3777      100.17
    12     -0.000000      0.000000      1.204278     13.5052       91.80
    13     -0.000000     -0.000000      1.727442     13.8135       89.76
    14      0.000000      0.000000      2.282516     14.0236       88.41
    15      0.000000      0.000000      1.251603     14.6702       84.51
    16     -0.000000      0.000000      2.695691     14.8609       83.43
    17     -0.000000     -0.000000     -0.763219     15.2829       81.13
    18      0.000000      0.000000      0.463519     15.4885       80.05
    19      0.000000     -0.000000     -0.658361     16.1304       76.86
    20      0.000000     -0.000000      1.872190     16.1656       76.70
    21      0.000000      0.000000      3.055903     17.1184       72.43
    22     -0.000000      0.000000      0.731405     17.4270       71.14
    23      0.000000      0.000000      1.374976     17.9885       68.92
    24      0.000000      0.000000      0.816049     18.0191       68.81
    25      0.000000     -0.000000      0.656512     18.7734       66.04
    26     -0.000000      0.000000     -0.309647     18.8594       65.74
    27     -0.000000      0.000000      0.317003     19.0892       64.95
    28     -0.000000      0.000000      1.305413     19.0981       64.92
    29      0.000000      0.000000     -0.816384     19.6040       63.24
    30     -0.000000      0.000000     -0.441802     19.6657       63.05
