 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000    0.129999 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -0.170289      5.3603      231.30
     2      0.000000     -0.000000      0.384774      5.5007      225.40
     3      0.000000     -0.000000      0.414445      6.1956      200.12
     4      0.000000      0.000000     -0.777491      6.3414      195.52
     5     -0.000000     -0.000000     -1.436888      7.7240      160.52
     6      0.000000     -0.000000     -1.153500      9.4597      131.07
     7     -0.000000     -0.000000     -0.330980      9.7767      126.82
     8      0.000000     -0.000000     -1.230409     10.3050      120.31
     9      0.000000     -0.000000     -0.757559     10.6865      116.02
    10     -0.000000      0.000000     -2.860870     11.6834      106.12
    11      0.000000     -0.000000      0.559308     12.1883      101.72
    12     -0.000000     -0.000000      2.001565     14.1814       87.43
    13      0.000000     -0.000000      2.572199     14.3166       86.60
    14      0.000000      0.000000      1.774961     14.4579       85.76
    15      0.000000      0.000000      1.567680     14.9976       82.67
    16     -0.000000      0.000000      2.572397     15.0667       82.29
    17     -0.000000     -0.000000     -1.097278     15.3789       80.62
    18      0.000000     -0.000000      0.056400     15.5046       79.97
    19     -0.000000     -0.000000      0.590943     16.1038       76.99
    20      0.000000      0.000000     -0.978603     16.1101       76.96
    21     -0.000000     -0.000000      0.538803     16.5413       74.95
    22     -0.000000     -0.000000      0.917225     16.8307       73.67
    23      0.000000     -0.000000      1.962758     17.4728       70.96
    24      0.000000      0.000000      3.012048     17.5273       70.74
    25      0.000000      0.000000      0.712628     17.7419       69.88
    26      0.000000     -0.000000      1.044171     17.7924       69.68
    27     -0.000000     -0.000000      0.730397     17.8880       69.31
    28      0.000000     -0.000000      1.386327     18.0019       68.87
    29     -0.000000      0.000000     -0.957715     18.1339       68.37
    30     -0.000000     -0.000000      0.132285     18.2516       67.93
