 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000    0.554390 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -0.936265      4.6391      267.26
     2     -0.000000      0.000000      0.281727      4.9945      248.24
     3     -0.000000      0.000000      1.178203      5.6381      219.90
     4     -0.000000     -0.000000     -1.031840      5.8322      212.59
     5     -0.000000      0.000000     -1.631518      8.2969      149.43
     6      0.000000      0.000000     -1.112927      8.8671      139.82
     7     -0.000000     -0.000000     -0.890329      9.2401      134.18
     8      0.000000      0.000000      0.224163      9.4662      130.98
     9      0.000000      0.000000      0.075881     10.0356      123.54
    10     -0.000000      0.000000     -2.838467     10.5180      117.88
    11     -0.000000     -0.000000      0.748845     12.3582      100.33
    12      0.000000      0.000000      1.208659     13.6215       91.02
    13     -0.000000     -0.000000      1.736423     13.8387       89.59
    14     -0.000000      0.000000      2.287688     14.1295       87.75
    15     -0.000000     -0.000000      1.255398     14.7640       83.98
    16     -0.000000      0.000000      2.534290     14.9445       82.96
    17      0.000000      0.000000     -0.599691     15.3112       80.98
    18     -0.000000      0.000000      0.469494     15.5007       79.99
    19     -0.000000     -0.000000     -0.654330     16.1314       76.86
    20     -0.000000      0.000000      1.825561     16.1651       76.70
    21      0.000000      0.000000      3.044593     17.2214       71.99
    22     -0.000000      0.000000      0.727814     17.4761       70.95
    23      0.000000      0.000000      0.786311     18.0987       68.50
    24     -0.000000     -0.000000      1.345273     18.1106       68.46
    25      0.000000      0.000000      0.633447     18.7816       66.01
    26      0.000000      0.000000     -1.062937     18.8484       65.78
    27     -0.000000      0.000000      0.316277     19.1071       64.89
    28      0.000000      0.000000      1.990931     19.1515       64.74
    29     -0.000000      0.000000     -0.971326     19.6716       63.03
    30     -0.000000     -0.000000     -0.478054     19.7001       62.94
