0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.216633268631994724e-02 2.145484508946537971e-02 2.879683417268097401e-02 3.475522482767701149e-02 3.969234740361571312e-02 4.385285126045346260e-02 4.740831325761973858e-02 5.048283352516591549e-02 5.316850473172962666e-02 5.553517211228609085e-02 5.763680231757462025e-02 5.951578076928853989e-02 6.120586837641894817e-02 6.273430492728948593e-02 6.412330828607082367e-02 6.539119267836213112e-02 6.655318709090352058e-02 6.762206437997519970e-02 6.860861531458795071e-02 6.952202320098876953e-02
0.000000000000000000e+00 4.865209246054291725e-02 8.578061545267701149e-02 1.151195326820015907e-01 1.389235078822821379e-01 1.586430724710226059e-01 1.752573777921497822e-01 1.894529582932591438e-01 2.017262794543057680e-01 2.124457065947353840e-01 2.218905598856508732e-01 2.302766353823244572e-01 2.377733804751187563e-01 2.445157566107809544e-01 2.506126223597675562e-01 2.561527786310762167e-01 2.612093954812735319e-01 2.658433227334171534e-01 2.701055805664509535e-01 2.740392745472490788e-01 2.776810759678483009e-01
0.000000000000000000e+00 1.094176496844738722e-01 1.928613609634339809e-01 2.587654103990644217e-01 3.122138178441673517e-01 3.564748333301395178e-01 3.937535628210753202e-01 4.255955682601779699e-01 4.531181617639958858e-01 4.771501086652278900e-01 4.983196719549596310e-01 5.171120972372591496e-01 5.339083124417811632e-01 5.490116449072957039e-01 5.626666976604610682e-01 5.750729567371308804e-01 5.863947661127895117e-01 5.967687608208507299e-01 6.063094884157180786e-01 6.151137072592973709e-01 6.232637215871363878e-01
0.000000000000000000e+00 1.943972257431596518e-01 3.425049874931573868e-01 4.593990419525653124e-01 5.541449093725532293e-01 6.325640247669070959e-01 6.985815623775124550e-01 7.549472749233245850e-01 8.036481330636888742e-01 8.461573629174381495e-01 8.835913327056914568e-01 9.168119693640619516e-01 9.464956487063318491e-01 9.731807808857411146e-01 9.973013980779796839e-01 1.019211359322071075e+00 1.039202102925628424e+00 1.057515858206897974e+00 1.074355647200718522e+00 1.089892913820222020e+00 1.104273453820496798e+00
0.000000000000000000e+00 3.034993028268218040e-01 5.344449712429195642e-01 7.165558240376412868e-01 8.640509871765971184e-01 9.860487401019781828e-01 1.088692025281488895e+00 1.176281458465382457e+00 1.251922894502058625e+00 1.317917941370978951e+00 1.376009812811389565e+00 1.427543760975822806e+00 1.473574964329600334e+00 1.514942985493689775e+00 1.552324347198009491e+00 1.586270387051627040e+00 1.617235006531700492e+00 1.645595337729901075e+00 1.671667346497997642e+00 1.695717776194214821e+00 1.717973391525447369e+00
0.000000000000000000e+00 4.366071838885545731e-01 7.683427419979125261e-01 1.029646916780620813e+00 1.241089690942317247e+00 1.415840090718120337e+00 1.562761021312326193e+00 1.688052440062165260e+00 1.796188795706257224e+00 1.890483755851164460e+00 1.973445524461567402e+00 2.047008566558361053e+00 2.112689363304525614e+00 2.171693869167938828e+00 2.224993346957489848e+00 2.273378942394629121e+00 2.317501685116440058e+00 2.357902247458696365e+00 2.395033426117151976e+00 2.429277317831292748e+00 2.460958631243556738e+00
0.000000000000000000e+00 5.935797083657234907e-01 1.043790702940896153e+00 1.397965626325458288e+00 1.684252574341371655e+00 1.920637412462383509e+00 2.119210467441007495e+00 2.288421599427238107e+00 2.434364005923271179e+00 2.561546712182462215e+00 2.673380239633843303e+00 2.772493130527436733e+00 2.860944598214700818e+00 2.940371147124096751e+00 3.012089995434507728e+00 3.077173463534563780e+00 3.136503466404974461e+00 3.190812044544145465e+00 3.240711942780762911e+00 3.286719996249303222e+00 3.329275203170254827e+00
0.000000000000000000e+00 7.742521134205162525e-01 1.360315901460126042e+00 1.820695298956707120e+00 2.192378378938883543e+00 2.498947944026440382e+00 2.756235176464542747e+00 2.975292618386447430e+00 3.164082697127014399e+00 3.328492454253137112e+00 3.472970920614898205e+00 3.600944251986220479e+00 3.715094418730586767e+00 3.817551265470683575e+00 3.910027869511395693e+00 3.993917881045490503e+00 4.070366745814681053e+00 4.140324664069339633e+00 4.204586535925045609e+00 4.263822461944073439e+00 4.318601334001868963e+00
0.000000000000000000e+00 9.784370358102023602e-01 1.717384367948397994e+00 2.296918797539547086e+00 2.764169283909723163e+00 3.149111383827403188e+00 3.471837099408730865e+00 3.746356640709564090e+00 3.982752197887748480e+00 4.188470415305346251e+00 4.369133461266756058e+00 4.529066843213513494e+00 4.671653505181893706e+00 4.799577650148421526e+00 4.914996485691517591e+00 5.019663606304675341e+00 5.115019242744892836e+00 5.202257298631593585e+00 5.282375877955928445e+00 5.356215859530493617e+00 5.424490690231323242e+00
