-1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06 -1.896469416036404902e+06
-1.896469416036404902e+06 -1.896469403870072216e+06 -1.896469394581559813e+06 -1.896469387239570729e+06 -1.896469381281180074e+06 -1.896469376344057498e+06 -1.896469372183553642e+06 -1.896469368628091644e+06 -1.896469365553571377e+06 -1.896469362867900170e+06 -1.896469360501232790e+06 -1.896469358399602585e+06 -1.896469356520624133e+06 -1.896469354830536526e+06 -1.896469353302099975e+06 -1.896469351913096616e+06 -1.896469350645212224e+06 -1.896469349483217811e+06 -1.896469348414340522e+06 -1.896469347427789588e+06 -1.896469346514381701e+06
-1.896469416036404902e+06 -1.896469367384312442e+06 -1.896469330255789449e+06 -1.896469300916872220e+06 -1.896469277112897020e+06 -1.896469257393332431e+06 -1.896469240779027110e+06 -1.896469226583446609e+06 -1.896469214310125448e+06 -1.896469203590698307e+06 -1.896469194145845016e+06 -1.896469185759769520e+06 -1.896469178263024427e+06 -1.896469171520648291e+06 -1.896469165423782542e+06 -1.896469159883626271e+06 -1.896469154827009421e+06 -1.896469150193082169e+06 -1.896469145930824336e+06 -1.896469141997130355e+06 -1.896469138355328934e+06
-1.896469416036404902e+06 -1.896469306618755218e+06 -1.896469223175043939e+06 -1.896469157270994503e+06 -1.896469103822587058e+06 -1.896469059561571572e+06 -1.896469022282842081e+06 -1.896468990440836642e+06 -1.896468962918243138e+06 -1.896468938886296237e+06 -1.896468917716732947e+06 -1.896468898924307665e+06 -1.896468882128092460e+06 -1.896468867024759995e+06 -1.896468853369707242e+06 -1.896468840963448165e+06 -1.896468829641638789e+06 -1.896468819267644081e+06 -1.896468809726916486e+06 -1.896468800922697643e+06 -1.896468792772683315e+06
-1.896469416036404902e+06 -1.896469221639179159e+06 -1.896469073531417409e+06 -1.896468956637362950e+06 -1.896468861891495530e+06 -1.896468783472380135e+06 -1.896468717454842525e+06 -1.896468661089129979e+06 -1.896468612388271838e+06 -1.896468569879041985e+06 -1.896468532445072196e+06 -1.896468499224435538e+06 -1.896468469540756196e+06 -1.896468442855624016e+06 -1.896468418735006824e+06 -1.896468396825045580e+06 -1.896468376834301976e+06 -1.896468358520546695e+06 -1.896468341680757701e+06 -1.896468326143491082e+06 -1.896468311762951082e+06
-1.896469416036404902e+06 -1.896469112537102075e+06 -1.896468881591433659e+06 -1.896468699480580864e+06 -1.896468551985417726e+06 -1.896468429987664800e+06 -1.896468327344379621e+06 -1.896468239754946437e+06 -1.896468164113510400e+06 -1.896468098118463531e+06 -1.896468040026592091e+06 -1.896467988492643926e+06 -1.896467942461440573e+06 -1.896467901093419408e+06 -1.896467863712057704e+06 -1.896467829766017850e+06 -1.896467798801398370e+06 -1.896467770441067172e+06 -1.896467744369058404e+06 -1.896467720318628708e+06 -1.896467698063013377e+06
-1.896469416036404902e+06 -1.896468979429221014e+06 -1.896468647693662904e+06 -1.896468386389488121e+06 -1.896468174946713960e+06 -1.896468000196314184e+06 -1.896467853275383590e+06 -1.896467727983964840e+06 -1.896467619847609196e+06 -1.896467525552649051e+06 -1.896467442590880441e+06 -1.896467369027838344e+06 -1.896467303347041598e+06 -1.896467244342535734e+06 -1.896467191043057945e+06 -1.896467142657462507e+06 -1.896467098534719786e+06 -1.896467058134157443e+06 -1.896467021002978785e+06 -1.896466986759087071e+06 -1.896466955077773659e+06
-1.896469416036404902e+06 -1.896468822456696536e+06 -1.896468372245701961e+06 -1.896468018070778577e+06 -1.896467731783830561e+06 -1.896467495398992440e+06 -1.896467296825937461e+06 -1.896467127614805475e+06 -1.896466981672398979e+06 -1.896466854489692720e+06 -1.896466742656165268e+06 -1.896466643543274375e+06 -1.896466555091806687e+06 -1.896466475665257778e+06 -1.896466403946409468e+06 -1.896466338862941368e+06 -1.896466279532938497e+06 -1.896466225224360358e+06 -1.896466175324462121e+06 -1.896466129316408653e+06 -1.896466086761201732e+06
-1.896469416036404902e+06 -1.896468641784291482e+06 -1.896468055720503442e+06 -1.896467595341105945e+06 -1.896467223658025963e+06 -1.896466917088460876e+06 -1.896466659801228438e+06 -1.896466440743786516e+06 -1.896466251953707775e+06 -1.896466087543950649e+06 -1.896465943065484287e+06 -1.896465815092152916e+06 -1.896465700941986172e+06 -1.896465598485139431e+06 -1.896465506008535391e+06 -1.896465422118523857e+06 -1.896465345669659087e+06 -1.896465275711740833e+06 -1.896465211449868977e+06 -1.896465152213942958e+06 -1.896465097435070900e+06
-1.896469416036404902e+06 -1.896468437599369092e+06 -1.896467698652036954e+06 -1.896467119117607363e+06 -1.896466651867120992e+06 -1.896466266925021075e+06 -1.896465944199305493e+06 -1.896465669679764193e+06 -1.896465433284207014e+06 -1.896465227565989597e+06 -1.896465046902943635e+06 -1.896464886969561689e+06 -1.896464744382899720e+06 -1.896464616458754754e+06 -1.896464501039919211e+06 -1.896464396372798597e+06 -1.896464301017162157e+06 -1.896464213779106271e+06 -1.896464133660526946e+06 -1.896464059820545372e+06 -1.896463991545714671e+06
