4.441071494174944940e-22 -9.058571352492914927e-21 2.966083884490189118e-20 -8.447831448460375682e-20 9.714848510681402253e-20 -3.725086499444559170e-19 -2.526605073242700620e-19 -2.034381788755952166e-19 -2.320379124725977799e-19 -4.533277837051772198e-19 -3.104077954637998444e-19 -7.040380667858528651e-19 4.441921823938146544e-19 1.070170051282967205e-18 -1.727997085831613947e-18 -1.204589809017032148e-18 -8.681105573717163398e-19 3.716430507228278219e-19 -1.523400503946306785e-18 -2.638617263530613909e-18 -3.252428231236496363e-18 -1.205647252848159002e-18 9.635861275604722977e-20 4.028114731018392969e-18 5.530114566404262000e-18 -2.626520280740681100e-18 9.229911005166440849e-18 -7.416965558600905769e-18 -1.211528336202879942e-19 -9.015153970299968273e-18 7.948682514267971575e-18 -6.035805863817382736e-18 1.793869445103577523e-18 -1.604680731850546364e-17 -7.995698339914350024e-18 -7.505836297146396974e-18 -6.060192176604075396e-18 -2.795256638608075810e-18 1.342682409517247666e-18 -1.340387381371587748e-18 -1.075829829642262046e-17
-6.434953026473612774e-21 4.265367532006432232e-04 1.705691136492303419e-03 3.836102229947711134e-03 6.815524028940480109e-03 1.064085803888626010e-02 1.530819699126218306e-02 2.081287686785858806e-02 2.714953256709279339e-02 3.431215065732464570e-02 4.229411066611826753e-02 5.108820541602208942e-02 6.068663019423065075e-02 7.108093184443940726e-02 8.226191036053258354e-02 9.421946891458136963e-02 1.069424113985572022e-01 1.204181903950428817e-01 1.346326120910048829e-01 1.495695066851203403e-01 1.652103761395638526e-01 1.815340300787496586e-01 1.985162233330034776e-01 2.161293066335159274e-01 2.343419017936184678e-01 2.531186133253958137e-01 2.724197861262062648e-01 2.922013196233828602e-01 3.124145478579753443e-01 3.330061940682481625e-01 3.539184073034077893e-01 3.750888860730538510e-01 3.964510920065285049e-01 4.179345533668127888e-01 4.394652523252071119e-01 4.609660900969043129e-01 4.823574145230472010e-01 5.035575972939713152e-01 5.244836389347068417e-01 5.450517850137749365e-01 5.651781307820029632e-01
1.867760120906705651e-21 4.466569704224780798e-04 1.785919700111387879e-03 4.015680551857569829e-03 7.132482495375968429e-03 1.113159961313252809e-02 1.600714148766695100e-02 2.175216927885503804e-02 2.835880501967694839e-02 3.581831098329912172e-02 4.412111505965791991e-02 5.325676231158108648e-02 6.321378235973930393e-02 7.397947476310057224e-02 8.553962716330622273e-02 9.787818936411561699e-02 1.109769283785869282e-01 1.248150832000912147e-01 1.393690254365067271e-01 1.546119158000689442e-01 1.705133332256040246e-01 1.870388457236435431e-01 2.041494943381083615e-01 2.218011741228900213e-01 2.399439147192143351e-01 2.585210873513684726e-01 2.774685849259845849e-01 2.967140384996319602e-01 3.161761396344137109e-01 3.357641344683521822e-01 3.553775453254576222e-01 3.749061557984876281e-01 3.942302749445284471e-01 4.132212735473174692e-01 4.317423668336806131e-01 4.496496030041483016e-01 4.667930091986305929e-01 4.830178457631516542e-01 4.981659256640835198e-01 5.120769694993122512e-01 5.245899849962714079e-01
5.883444380856119509e-21 4.701202517277426867e-04 1.879616059220936717e-03 4.225918957943906006e-03 7.504834605067723513e-03 1.171066515864683556e-02 1.683636014478722201e-02 2.287366595029444172e-02 2.981323139496258601e-02 3.764462196412626110e-02 4.635620445315916105e-02 5.593488877052826824e-02 6.636574956005644732e-02 7.763158648428346298e-02 8.971250415559325897e-02 1.025855886973695841e-01 1.162247226038233966e-01 1.306005203154516903e-01 1.456802995645334886e-01 1.614279518851811923e-01 1.778035589895813895e-01 1.947626302009600741e-01 2.122549024364041026e-01 2.302227327700725190e-01 2.485991980627562936e-01 2.673060776864135679e-01 2.862519226792530902e-01 3.053304046650582304e-01 3.244191023560549780e-01 3.433788297732510708e-01 3.620535542269905926e-01 3.802709010813642987e-01 3.978432043499117721e-01 4.145690405563866587e-01 4.302351804064309948e-01 4.446189074482083115e-01 4.574906848942731363e-01 4.686171994625877857e-01 4.777648681635027761e-01 4.847039593995393081e-01 4.892135412812176343e-01
2.017180930579240974e-20 4.939700620968730423e-04 1.974911214441808262e-03 4.439950780940717275e-03 7.884413063820904996e-03 1.230197412203625634e-02 1.768484013459124121e-02 2.402389390288618698e-02 3.130873387954558051e-02 3.952753001703442071e-02 4.866665246096218284e-02 5.871009302657428930e-02 6.963877984704289203e-02 8.142995271576589089e-02 9.405678534212601194e-02 1.074883859434633410e-01 1.216901793167022294e-01 1.366245049218803576e-01 1.522511163859458783e-01 1.685272014046665101e-01 1.854065954838946262e-01 2.028380271291580494e-01 2.207624546745267369e-01 2.391097609186250972e-01 2.577952021557704532e-01 2.767160389638494977e-01 2.957487181017576239e-01 3.147468649946905117e-01 3.335402214587843139e-01 3.519345559256565892e-01 3.697124983369718398e-01 3.866352161981221891e-01 4.024448499340191887e-01 4.168676622332204706e-01 4.296179197457235532e-01 4.404026146956124821e-01 4.489272374797323994e-01 4.549029187448901390e-01 4.580553503605571120e-01 4.581359341006547292e-01 4.549355460502032544e-01
3.922296253904079422e-21 5.169498663215568637e-04 2.066756020545591158e-03 4.646329214536554578e-03 8.250653575427832273e-03 1.287296486368383341e-02 1.850493906394815036e-02 2.513680364225650415e-02 3.275725588569400326e-02 4.135308259409162940e-02 5.090844226083315882e-02 6.140389207889239420e-02 7.281538376958789083e-02 8.511355416522881079e-02 9.826363059380040232e-02 1.122261143020073654e-01 1.269581148538727888e-01 1.424148757632931750e-01 1.585507983401996945e-01 1.753192630603287450e-01 1.926707992359772692e-01 2.105495801915042153e-01 2.288886564018225156e-01 2.476046264316203172e-01 2.665925113554760695e-01 2.857214704401205840e-01 3.048317624326514763e-01 3.237331156398841059e-01 3.422044859874753264e-01 3.599950815307823015e-01 3.768265123407933403e-01 3.923959708028953441e-01 4.063804437842563066e-01 4.184420896739234896e-01 4.282350682385509533e-01 4.354142734409497395e-01 4.396465607994987090e-01 4.406251328849558058e-01 4.380876708518033347e-01 4.318384637902038525e-01 4.217740582546911088e-01
-7.284264471536148465e-21 5.385555769997196198e-04 2.153121051932769311e-03 4.840439227580568306e-03 8.595230973355160939e-03 1.341038960414231429e-02 1.927716573817281343e-02 2.618521774123532680e-02 3.412236695648510759e-02 4.307392133561329522e-02 5.302154449886428700e-02 6.394184248365614165e-02 7.580505929798092568e-02 8.857441123137452244e-02 1.022065327845271959e-01 1.166531884283838888e-01 1.318638752958998794e-01 1.477883986801219740e-01 1.643782171906294776e-01 1.815855277706650284e-01 1.993596717671620167e-01 2.176412367041226925e-01 2.363548602026582790e-01 2.554019823185167404e-01 2.746546288450008033e-01 2.939509047047152435e-01 3.130924395759756007e-01 3.318437048221568597e-01 3.499329630702655569e-01 3.670546061887561828e-01 3.828727414439218601e-01 3.970260598381234463e-01 4.091342343211369914e-01 4.188063291931363730e-01 4.256519266517122535e-01 4.292958520061248007e-01 4.293974220869856140e-01 4.256749223582860231e-01 4.179353508782814308e-01 4.061081573763403174e-01 3.902796608506365339e-01
-1.232721679798425241e-20 5.586302724862354623e-04 2.233371159632214619e-03 5.020823977674769914e-03 8.915487141963397352e-03 1.390996090233249938e-02 1.999511784125866665e-02 2.716007332798661342e-02 3.539174603776477912e-02 4.467384121115927642e-02 5.498525899248229293e-02 6.629821493437926261e-02 7.857667102803501946e-02 9.177585252889694512e-02 1.058434879509623505e-01 1.207228610548198855e-01 1.363569165457681476e-01 1.526918739463106189e-01 1.696785378948286460e-01 1.872700146400644305e-01 2.054156827469955093e-01 2.240524793522541414e-01 2.430952845767686832e-01 2.624281840024708656e-01 2.818978330817297762e-01 3.013094152728901243e-01 3.204250973970302896e-01 3.389645841269235405e-01 3.566073444366831269e-01 3.729962438122621515e-01 3.877425841463114087e-01 4.004328698012695753e-01 4.106379472756547799e-01 4.179254738881720832e-01 4.218769034558931263e-01 4.221102300361349591e-01 4.183094258164414270e-01 4.102605867955171348e-01 3.978929867303286905e-01 3.813204220462313998e-01 3.608747865767375496e-01
-5.603280362720111310e-22 5.771788788750505583e-04 2.307521827888041853e-03 5.187502675052145344e-03 9.211418128089557053e-03 1.437159847358262729e-02 2.065855589784154622e-02 2.806086110213633009e-02 3.656448629040984222e-02 4.615141600736841210e-02 5.679756132729049667e-02 6.847040140524450480e-02 8.112719479623710372e-02 9.471481912129402214e-02 1.091720454713010768e-01 1.244342025861059076e-01 1.404389399227612689e-01 1.571307533109564947e-01 1.744617996920528047e-01 1.923875941131552580e-01 2.108579981699111316e-01 2.298055183562285053e-01 2.491335569806475136e-01 2.687067938451883631e-01 2.883448160496493440e-01 3.078190803403218490e-01 3.268526656183219359e-01 3.451221132584007534e-01 3.622608350569285207e-01 3.778639378590210596e-01 3.914947569699084862e-01 4.026938428755681421e-01 4.109915653920719891e-01 4.159258294344913565e-01 4.170665250006036495e-01 4.140480545777550647e-01 4.066102708034901592e-01 3.946460398880026199e-01 3.782502104458436154e-01 3.577604036096428963e-01 3.337762408301465089e-01
5.603280362720115824e-21 5.942795382538108460e-04 2.375883280195517037e-03 5.341164690435151567e-03 9.484228633041885334e-03 1.479714475291367924e-02 2.127006800620580285e-02 2.889101173900365457e-02 3.764495709249420646e-02 4.751206858119805254e-02 5.846509096173359982e-02 7.046650788903240092e-02 8.346658298050137204e-02 9.740365967499918509e-02 1.122076940142566204e-01 1.278067618847916198e-01 1.441345594064017410e-01 1.611356199851960158e-01 1.787651104065625385e-01 1.969818941336013707e-01 2.157361521790862879e-01 2.349547532600154698e-01 2.545278473430358512e-01 2.742990319733830118e-01 2.940598362511788189e-01 3.135480333277720910e-01 3.324487667734997154e-01 3.503975629343411557e-01 3.669847464580837104e-01 3.817613653218317471e-01 3.942473423137117794e-01 4.039431376078907454e-01 4.103466776335982225e-01 4.129775761273515311e-01 4.114105383940800387e-01 4.053189428662673510e-01 3.945274563399297496e-01 3.790687703628665139e-01 3.592343451355363149e-01 3.356039119093941481e-01 3.090365683280791309e-01
