 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.493791 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -0.829155      4.7467      261.20
     2     -0.000000      0.000000      0.312447      5.0854      243.80
     3     -0.000000      0.000000      1.067860      5.7103      217.12
     4      0.000000     -0.000000     -0.994827      5.8891      210.53
     5     -0.000000      0.000000     -1.610190      8.2000      151.20
     6      0.000000      0.000000     -1.220940      8.9403      138.68
     7      0.000000     -0.000000     -0.943739      9.3992      131.91
     8      0.000000     -0.000000      0.230437      9.4993      130.52
     9      0.000000      0.000000     -0.056669     10.1129      122.60
    10     -0.000000      0.000000     -2.851006     10.6977      115.90
    11      0.000000     -0.000000      0.718524     12.3140      100.69
    12      0.000000      0.000000      1.276209     13.8616       89.44
    13      0.000000     -0.000000      1.754251     13.9128       89.12
    14     -0.000000      0.000000      2.345491     14.3405       86.46
    15      0.000000      0.000000      1.304098     14.9491       82.94
    16      0.000000      0.000000      1.954111     15.0973       82.12
    17      0.000000      0.000000     -0.039374     15.3564       80.74
    18     -0.000000      0.000000      0.428438     15.5000       79.99
    19      0.000000      0.000000     -0.691788     16.1101       76.96
    20     -0.000000     -0.000000      1.663430     16.1361       76.84
    21      0.000000     -0.000000      3.062286     17.4234       71.16
    22     -0.000000      0.000000      0.754585     17.5222       70.76
    23      0.000000     -0.000000      0.725152     18.2476       67.95
    24      0.000000     -0.000000      1.310368     18.3661       67.51
    25      0.000000      0.000000     -1.627256     18.7386       66.17
    26      0.000000     -0.000000      0.537270     18.7733       66.04
    27     -0.000000      0.000000      0.292359     19.1509       64.74
    28     -0.000000      0.000000      2.370756     19.2845       64.29
    29      0.000000     -0.000000     -1.306362     19.6782       63.01
    30     -0.000000     -0.000000     -0.596321     19.7618       62.74
