 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -0.989915 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.169233      3.9139      316.78
     2     -0.000000      0.000000      1.986334      6.8635      180.64
     3     -0.000000      0.000000     -0.442632      7.6467      162.14
     4     -0.000000     -0.000000      0.608739      7.8492      157.96
     5     -0.000000      0.000000      0.505470      8.3579      148.34
     6     -0.000000      0.000000      0.330455      9.0078      137.64
     7     -0.000000      0.000000      0.179827      9.3905      132.03
     8     -0.000000      0.000000     -1.420984     10.0141      123.81
     9      0.000000     -0.000000      2.013822     10.3310      120.01
    10     -0.000000      0.000000      2.226210     10.3568      119.71
    11     -0.000000      0.000000     -0.382008     11.2182      110.52
    12     -0.000000     -0.000000      0.872137     11.3136      109.59
    13     -0.000000      0.000000     -3.408142     11.4047      108.71
    14     -0.000000      0.000000      2.176482     11.7782      105.27
    15     -0.000000      0.000000      0.488281     12.0470      102.92
    16      0.000000      0.000000     -1.699869     12.2943      100.85
    17      0.000000      0.000000      0.911445     12.3941      100.03
    18     -0.000000      0.000000      0.030398     12.6359       98.12
    19     -0.000000     -0.000000      1.293675     12.8057       96.82
    20     -0.000000      0.000000      1.347895     12.8873       96.21
    21     -0.000000      0.000000     -1.103602     12.9303       95.89
    22     -0.000000      0.000000      1.108431     13.3358       92.97
    23      0.000000     -0.000000      1.915327     13.4910       91.90
    24     -0.000000     -0.000000     -1.314193     13.6560       90.79
    25     -0.000000      0.000000     -1.955078     13.8117       89.77
    26     -0.000000     -0.000000     -0.455877     14.1564       87.58
    27     -0.000000      0.000000     -0.472106     14.3826       86.20
    28     -0.000000      0.000000      0.263881     14.6286       84.75
    29     -0.000000      0.000000     -2.783459     14.8181       83.67
    30      0.000000     -0.000000      2.630131     15.0418       82.43
