 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.679943 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -1.196720      4.3923      282.28
     2     -0.000000     -0.000000      0.177533      4.7819      259.28
     3     -0.000000      0.000000      1.419646      5.5044      225.25
     4     -0.000000     -0.000000     -1.131732      5.7625      215.16
     5      0.000000     -0.000000     -1.596486      8.5245      145.44
     6     -0.000000     -0.000000     -0.716824      8.7483      141.72
     7     -0.000000     -0.000000     -0.763114      8.8708      139.77
     8     -0.000000     -0.000000      0.002845      9.4164      131.67
     9      0.000000     -0.000000      0.292403      9.9451      124.67
    10     -0.000000      0.000000     -2.724580     10.1191      122.52
    11      0.000000     -0.000000      0.852749     12.3191      100.64
    12     -0.000000     -0.000000      1.322810     12.5953       98.44
    13     -0.000000     -0.000000      2.352285     12.9652       95.63
    14      0.000000     -0.000000      1.423265     13.6016       91.15
    15      0.000000     -0.000000      1.529959     13.8214       89.70
    16     -0.000000     -0.000000      3.212726     13.9299       89.01
    17      0.000000      0.000000     -1.500868     14.9139       83.13
    18     -0.000000     -0.000000      0.260795     15.2094       81.52
    19     -0.000000     -0.000000     -0.812619     15.9634       77.67
    20     -0.000000      0.000000      2.311850     15.9680       77.65
    21     -0.000000     -0.000000      2.941145     16.0759       77.12
    22      0.000000     -0.000000      0.896971     16.6230       74.59
    23     -0.000000     -0.000000      1.640085     16.8553       73.56
    24     -0.000000      0.000000      1.024183     17.1417       72.33
    25      0.000000     -0.000000      2.599695     18.0473       68.70
    26     -0.000000      0.000000      0.102856     18.4019       67.38
    27     -0.000000      0.000000     -0.020762     18.6675       66.42
    28     -0.000000     -0.000000      0.086118     18.9609       65.39
    29      0.000000     -0.000000     -1.325086     18.9849       65.31
    30     -0.000000     -0.000000     -0.135386     19.3015       64.24
