 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000   -1.183039 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000      0.000679      3.2305      383.79
     2     -0.000000     -0.000000      2.581959      6.9509      178.37
     3     -0.000000      0.000000     -0.493874      7.6591      161.88
     4      0.000000      0.000000      0.031220      7.7144      160.72
     5      0.000000     -0.000000      0.142786      7.8840      157.26
     6      0.000000      0.000000      0.838093      7.9941      155.09
     7      0.000000      0.000000      0.925595      8.5160      145.59
     8      0.000000      0.000000     -1.965311      8.9281      138.87
     9     -0.000000     -0.000000      2.525974      9.3842      132.12
    10     -0.000000     -0.000000     -0.808806     10.1924      121.64
    11      0.000000      0.000000      2.448328     10.2537      120.92
    12     -0.000000      0.000000      0.958037     10.4092      119.11
    13      0.000000     -0.000000      0.668480     11.0811      111.89
    14     -0.000000      0.000000      2.571846     11.2970      109.75
    15      0.000000     -0.000000     -3.314613     11.5525      107.32
    16     -0.000000     -0.000000      0.338751     11.8733      104.42
    17     -0.000000     -0.000000      0.276563     12.2184      101.47
    18      0.000000      0.000000      1.266111     12.3601      100.31
    19      0.000000      0.000000     -1.670075     12.3629      100.29
    20     -0.000000     -0.000000      1.148276     12.4314       99.73
    21      0.000000      0.000000      2.048064     12.5004       99.18
    22     -0.000000     -0.000000     -0.103314     12.6863       97.73
    23      0.000000      0.000000      1.097879     12.8929       96.16
    24      0.000000     -0.000000     -1.180196     13.1588       94.22
    25     -0.000000     -0.000000     -2.685038     13.3587       92.81
    26     -0.000000      0.000000      0.218987     13.4238       92.36
    27      0.000000      0.000000     -0.754270     13.7920       89.90
    28      0.000000      0.000000     -0.769100     14.0161       88.46
    29      0.000000     -0.000000     -3.431165     14.0561       88.21
    30      0.000000      0.000000      2.492149     14.4745       85.66
