0  -3111.2759151395776
1  -3110.0475151395776
2  -3108.0445151395775
3  -3107.7946151395777
4  -3107.5999151395777
5  -3107.0212151395776
6  -3104.4245151395776
7  -3104.4125151395774
8  -3103.9972151395777
9  -3103.282315139578
10  -3102.8748151395775
11  -3102.8094151395776
12  -3102.7152151395776
13  -3102.3681151395776
14  -3102.3264151395774
15  -3102.175515139578
16  -3101.6182151395774
17  -3101.5267151395774
18  -3101.2775151395776
19  -3100.9081151395776
20  -3100.6792151395775
21  -3100.671015139578
22  -3100.501515139578
23  -3100.1277151395775
24  -3099.8209151395777
25  -3099.4535151395776
26  -3099.2842151395776
27  -3099.2043151395774
28  -3099.0750151395778
29  -3098.6995151395777
30  -3098.4498151395774
