 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.673807 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000     -1.180115      4.4064      281.37
     2     -0.000000     -0.000000      0.186216      4.7939      258.63
     3      0.000000     -0.000000      1.407195      5.5098      225.02
     4     -0.000000      0.000000     -1.124632      5.7620      215.18
     5     -0.000000     -0.000000     -1.606581      8.5106      145.68
     6     -0.000000     -0.000000     -0.748821      8.7519      141.67
     7     -0.000000      0.000000     -0.770300      8.8924      139.43
     8      0.000000      0.000000      0.035452      9.4185      131.64
     9      0.000000     -0.000000      0.288742      9.9442      124.68
    10     -0.000000     -0.000000     -2.742583     10.1396      122.28
    11      0.000000     -0.000000      0.698877     12.4057       99.94
    12      0.000000     -0.000000      1.449378     12.6278       98.18
    13     -0.000000     -0.000000      2.347925     13.0940       94.69
    14      0.000000      0.000000      1.529092     13.6693       90.70
    15     -0.000000      0.000000      1.431271     13.8772       89.34
    16     -0.000000      0.000000      3.202382     14.0484       88.26
    17      0.000000     -0.000000     -1.454034     14.9586       82.88
    18     -0.000000     -0.000000      0.281092     15.2463       81.32
    19     -0.000000      0.000000     -0.798621     15.9877       77.55
    20      0.000000     -0.000000      2.094006     16.0062       77.46
    21     -0.000000      0.000000      3.138100     16.1948       76.56
    22     -0.000000     -0.000000      0.880756     16.7347       74.09
    23     -0.000000      0.000000      1.620472     16.9885       72.98
    24      0.000000      0.000000      1.009052     17.2532       71.86
    25      0.000000     -0.000000      2.580095     18.1674       68.25
    26     -0.000000     -0.000000      0.318296     18.4863       67.07
    27     -0.000000     -0.000000     -0.252995     18.7422       66.15
    28     -0.000000     -0.000000      0.138465     18.9756       65.34
    29     -0.000000     -0.000000     -1.320726     19.0008       65.25
    30     -0.000000      0.000000     -0.194010     19.3403       64.11
