 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -0.611532 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -0.237762      4.9237      251.81
     2     -0.000000     -0.000000      1.203443      6.4771      191.42
     3     -0.000000      0.000000     -0.441490      7.2687      170.57
     4     -0.000000     -0.000000     -0.073096      7.4125      167.26
     5     -0.000000      0.000000     -0.204182      7.9349      156.25
     6      0.000000     -0.000000      1.537397     10.2324      121.17
     7     -0.000000      0.000000     -3.365613     10.8562      114.21
     8      0.000000      0.000000      0.979875     11.2418      110.29
     9     -0.000000     -0.000000      0.050711     11.4291      108.48
    10     -0.000000      0.000000     -1.571070     11.8746      104.41
    11     -0.000000     -0.000000     -0.955181     12.2364      101.32
    12     -0.000000     -0.000000      1.774427     12.2926      100.86
    13      0.000000      0.000000     -0.424686     12.4518       99.57
    14     -0.000000     -0.000000      1.645986     12.6321       98.15
    15     -0.000000      0.000000      0.304202     13.1656       94.17
    16     -0.000000     -0.000000      0.774621     13.1796       94.07
    17      0.000000      0.000000      2.178012     13.1938       93.97
    18      0.000000      0.000000     -2.375241     13.3236       93.06
    19     -0.000000      0.000000      0.295647     13.5470       91.52
    20      0.000000      0.000000      1.282918     13.5766       91.32
    21     -0.000000     -0.000000     -0.022639     14.1027       87.92
    22     -0.000000     -0.000000      1.373083     14.1216       87.80
    23     -0.000000      0.000000      0.990121     14.1721       87.48
    24     -0.000000      0.000000     -0.776901     14.9989       82.66
    25      0.000000     -0.000000      0.595268     15.2254       81.43
    26      0.000000      0.000000      0.003329     15.2688       81.20
    27      0.000000     -0.000000      1.626844     15.4608       80.19
    28     -0.000000      0.000000     -0.170412     15.5774       79.59
    29      0.000000      0.000000      0.602294     15.9136       77.91
    30      0.000000     -0.000000      2.697567     15.9492       77.74
