 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -1.737749 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000      0.973244      1.0072     1230.98
     2     -0.000000      0.000000     -0.087178      2.5358      488.94
     3     -0.000000      0.000000     -0.203117      2.6092      475.18
     4     -0.000000      0.000000     -0.941907      2.8126      440.82
     5     -0.000000      0.000000     -0.845965      3.4232      362.19
     6     -0.000000      0.000000     -3.200525      6.6602      186.16
     7     -0.000000     -0.000000      3.459654      6.7933      182.51
     8     -0.000000     -0.000000      2.689961      7.0287      176.40
     9     -0.000000     -0.000000      2.199500      7.9385      156.18
    10     -0.000000      0.000000      1.666947      8.1946      151.30
    11     -0.000000      0.000000      1.360404      8.3770      148.01
    12      0.000000      0.000000      0.590181      8.4291      147.09
    13      0.000000      0.000000      2.285017      8.5282      145.38
    14     -0.000000     -0.000000      0.410302      8.6872      142.72
    15      0.000000     -0.000000      1.655137      8.8095      140.74
    16     -0.000000      0.000000     -4.227507      9.0252      137.38
    17     -0.000000      0.000000      0.410574      9.2318      134.30
    18      0.000000     -0.000000      3.061522      9.9082      125.13
    19      0.000000     -0.000000      2.037857     10.1160      122.56
    20     -0.000000      0.000000      0.938892     10.2246      121.26
    21     -0.000000      0.000000      0.504971     10.2931      120.45
    22     -0.000000      0.000000      0.712493     10.5238      117.81
    23      0.000000      0.000000      0.679579     10.7824      114.99
    24      0.000000     -0.000000      0.725254     11.2988      109.73
    25     -0.000000      0.000000     -3.073159     11.3611      109.13
    26      0.000000      0.000000     -4.131692     11.8005      105.07
    27     -0.000000      0.000000     -1.650799     11.8911      104.27
    28     -0.000000     -0.000000      0.532673     12.1586      101.97
    29      0.000000     -0.000000     -0.211126     12.1946      101.67
    30      0.000000      0.000000     -0.193771     12.5352       98.91
