 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000   -1.621653 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000      0.674708      1.3797      898.63
     2      0.000000      0.000000     -0.338739      3.6269      341.85
     3      0.000000      0.000000      0.147608      4.0758      304.20
     4      0.000000      0.000000     -0.614600      4.0992      302.46
     5      0.000000      0.000000     -0.762373      4.8941      253.33
     6      0.000000      0.000000      2.865695      6.9021      179.63
     7      0.000000      0.000000     -3.055781      6.9794      177.64
     8      0.000000      0.000000      2.134203      7.4434      166.57
     9      0.000000      0.000000      2.251586      8.0124      154.74
    10      0.000000      0.000000      1.458870      8.5360      145.25
    11     -0.000000      0.000000      1.361739      8.5380      145.21
    12      0.000000      0.000000      1.976052      8.5781      144.54
    13      0.000000      0.000000      1.019118      9.1084      136.12
    14     -0.000000      0.000000      0.413959      9.1408      135.64
    15      0.000000      0.000000      1.797549      9.3367      132.79
    16     -0.000000      0.000000      0.066127      9.9021      125.21
    17      0.000000     -0.000000      2.440955     10.0369      123.53
    18      0.000000      0.000000     -3.149301     10.2343      121.15
    19      0.000000     -0.000000      1.706879     10.5345      117.69
    20      0.000000      0.000000      1.010642     10.8085      114.71
    21      0.000000      0.000000      0.316639     10.8085      114.71
    22     -0.000000      0.000000      0.509029     10.9243      113.49
    23      0.000000      0.000000      0.845629     11.3544      109.19
    24      0.000000      0.000000     -3.119597     11.5039      107.78
    25      0.000000      0.000000     -1.618866     12.0488      102.90
    26      0.000000      0.000000      0.745143     12.1348      102.17
    27      0.000000      0.000000     -0.377330     12.2091      101.55
    28      0.000000      0.000000     -4.136319     12.2391      101.30
    29      0.000000     -0.000000     -0.268269     12.8006       96.86
    30      0.000000      0.000000     -0.669455     12.9443       95.78
