 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000   -1.540454 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000      0.509123      1.7070      726.33
     2     -0.000000      0.000000     -0.359879      4.4390      279.31
     3      0.000000      0.000000     -0.498846      4.8476      255.76
     4      0.000000      0.000000      0.473290      5.2523      236.06
     5     -0.000000      0.000000     -0.290129      6.2682      197.80
     6      0.000000      0.000000      2.269710      6.9760      177.73
     7      0.000000      0.000000     -2.900964      7.2620      170.73
     8     -0.000000      0.000000      1.525616      7.8065      158.82
     9      0.000000      0.000000      2.056544      8.0369      154.27
    10      0.000000      0.000000      1.817474      8.5955      144.24
    11      0.000000      0.000000      1.420951      8.7515      141.67
    12     -0.000000      0.000000      1.285789      8.8371      140.30
    13      0.000000      0.000000      1.016861      9.4434      131.29
    14     -0.000000      0.000000      0.563488      9.6257      128.81
    15      0.000000     -0.000000      2.170625      9.8189      126.27
    16     -0.000000     -0.000000      2.358372     10.1520      122.13
    17     -0.000000      0.000000      0.006642     10.3524      119.76
    18     -0.000000     -0.000000      1.449899     10.8996      113.75
    19      0.000000      0.000000     -0.793021     11.1004      111.69
    20      0.000000      0.000000      0.385685     11.2134      110.57
    21     -0.000000      0.000000      0.242895     11.2422      110.28
    22      0.000000      0.000000     -0.527643     11.2431      110.28
    23      0.000000      0.000000     -3.139176     11.5839      107.03
    24      0.000000      0.000000      0.925453     11.7282      105.71
    25      0.000000      0.000000     -1.609874     12.1518      102.03
    26     -0.000000      0.000000     -1.013810     12.2672      101.07
    27     -0.000000      0.000000     -4.072391     12.5791       98.56
    28     -0.000000     -0.000000      0.865456     12.7179       97.49
    29      0.000000      0.000000     -1.270063     13.0751       94.82
    30     -0.000000     -0.000000      0.095226     13.2377       93.66
