 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000   -1.489328 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000      0.417894      1.9284      642.94
     2     -0.000000     -0.000000     -0.350966      4.9665      249.64
     3     -0.000000     -0.000000     -0.428122      5.3001      233.93
     4     -0.000000     -0.000000      0.944560      5.9333      208.96
     5     -0.000000      0.000000      1.660102      7.0282      176.41
     6     -0.000000     -0.000000      0.419016      7.0978      174.68
     7     -0.000000     -0.000000     -2.787542      7.4626      166.14
     8     -0.000000     -0.000000      1.916763      8.0459      154.10
     9     -0.000000      0.000000      0.793795      8.0758      153.53
    10     -0.000000     -0.000000      1.689743      8.6027      144.12
    11     -0.000000     -0.000000      1.509231      8.9727      138.18
    12     -0.000000     -0.000000      1.215903      9.0425      137.11
    13     -0.000000     -0.000000      0.968566      9.6598      128.35
    14     -0.000000     -0.000000      0.751474     10.0440      123.44
    15     -0.000000     -0.000000      2.367849     10.0975      122.79
    16      0.000000      0.000000      2.064456     10.2331      121.16
    17     -0.000000     -0.000000      0.011996     10.6170      116.78
    18      0.000000      0.000000      1.204759     11.1632      111.07
    19     -0.000000     -0.000000      1.052501     11.3802      108.95
    20     -0.000000     -0.000000      0.335959     11.3884      108.87
    21     -0.000000     -0.000000      0.214966     11.5366      107.47
    22     -0.000000     -0.000000     -3.111812     11.6223      106.68
    23     -0.000000     -0.000000     -1.040704     11.6579      106.35
    24     -0.000000     -0.000000      0.965155     11.9423      103.82
    25      0.000000     -0.000000     -1.609513     12.2092      101.55
    26     -0.000000      0.000000     -2.097283     12.3725      100.21
    27     -0.000000     -0.000000     -4.008530     12.8008       96.86
    28      0.000000     -0.000000      0.982996     13.0493       95.01
    29      0.000000     -0.000000     -1.287122     13.1571       94.23
    30      0.000000      0.000000      0.001366     13.4165       92.41
