 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000    0.342473 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -0.567586      5.0054      247.70
     2     -0.000000     -0.000000      0.368252      5.2888      234.43
     3     -0.000000     -0.000000      0.798569      5.9020      210.07
     4      0.000000     -0.000000     -0.909467      6.0582      204.66
     5     -0.000000     -0.000000     -1.548714      7.9755      155.46
     6     -0.000000      0.000000     -1.361736      9.1442      135.59
     7     -0.000000     -0.000000      0.143329      9.6005      129.14
     8      0.000000     -0.000000     -1.066581      9.7807      126.76
     9     -0.000000     -0.000000     -0.373344     10.3377      119.93
    10      0.000000      0.000000     -2.867734     11.1244      111.45
    11      0.000000     -0.000000      0.642084     12.2408      101.29
    12      0.000000     -0.000000      1.774737     14.1244       87.78
    13      0.000000      0.000000      1.650068     14.1790       87.44
    14     -0.000000     -0.000000      2.651163     14.5612       85.15
    15      0.000000     -0.000000      1.568624     15.1478       81.85
    16      0.000000      0.000000      0.579769     15.2084       81.52
    17      0.000000     -0.000000      1.201523     15.3920       80.55
    18     -0.000000     -0.000000      0.107474     15.4401       80.30
    19      0.000000     -0.000000     -0.956675     16.0324       77.33
    20      0.000000      0.000000      1.103856     16.0364       77.31
    21     -0.000000     -0.000000      0.789859     17.2879       71.72
    22      0.000000      0.000000      3.281965     17.6390       70.29
    23     -0.000000     -0.000000      0.621302     18.3734       67.48
    24     -0.000000      0.000000     -1.398093     18.3837       67.44
    25      0.000000     -0.000000      0.178657     18.6343       66.54
    26     -0.000000      0.000000      0.231288     18.6913       66.33
    27      0.000000      0.000000      1.393003     18.7157       66.25
    28      0.000000     -0.000000      0.157186     19.2453       64.42
    29     -0.000000      0.000000      1.364177     19.2749       64.32
    30      0.000000     -0.000000     -0.900683     19.4139       63.86
