0.000000000000000000e+00 -1.896635100156300003e+06
5.000000000000000000e-01 -1.896634508088599890e+06
1.000000000000000000e+00 -1.896633917136000004e+06
1.500000000000000000e+00 -1.896633396567000076e+06
2.000000000000000000e+00 -1.896632988232499920e+06
2.500000000000000000e+00 -1.896632601387300063e+06
3.000000000000000000e+00 -1.896632284932000097e+06
3.500000000000000000e+00 -1.896632038904400077e+06
4.000000000000000000e+00 -1.896631877737800125e+06
4.500000000000000000e+00 -1.896631765673399903e+06
5.000000000000000000e+00 -1.896631724225699902e+06
5.500000000000000000e+00 -1.896631753508100053e+06
6.000000000000000000e+00 -1.896631840429199859e+06
6.500000000000000000e+00 -1.896632004437100142e+06
7.000000000000000000e+00 -1.896632239578299923e+06
7.500000000000000000e+00 -1.896632512179299956e+06
8.000000000000000000e+00 -1.896632883003600175e+06
8.500000000000000000e+00 -1.896633325559699908e+06
9.000000000000000000e+00 -1.896633840105900075e+06
9.500000000000000000e+00 -1.896634364971499890e+06
1.000000000000000000e+01 -1.896635017071900191e+06
1.050000000000000000e+01 -1.896635742038100027e+06
1.100000000000000000e+01 -1.896636540235500084e+06
1.150000000000000000e+01 -1.896637321548899869e+06
1.200000000000000000e+01 -1.896638259971700143e+06
1.250000000000000000e+01 -1.896639272847900167e+06
1.300000000000000000e+01 -1.896640248484800104e+06
1.350000000000000000e+01 -1.896641404169399990e+06
1.400000000000000000e+01 -1.896642635800499935e+06
1.450000000000000000e+01 -1.896643943970299792e+06
