 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000    0.327825 a.u.

 Transition dipole moment between ground state (0) and excited states (a.u.)
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     0     1    -0.0000000     0.9718081    -0.0000000     5.03010     0.11638
     0     2     0.0000000     0.0000000     0.0000000     5.30660     0.00000
     0     3     0.0000000     0.4657573    -0.0000000     5.92140     0.03147
     0     4     0.0000000     0.0000000     0.3198378     6.07650     0.01523
     0     5    -0.0000000     0.0000000    -0.0000000     7.95540     0.00000
     0     6    -0.0000000    -0.6352079     0.0000000     9.16510     0.09060
     0     7    -0.0000000    -1.2471165    -0.0000000     9.61140     0.36623
     0     8     0.0000000     0.0000000    -0.1009201     9.81710     0.00245
     0     9    -0.0000000     0.0000000    -0.0000000    10.36090     0.00000
     0    10    -0.0000000     0.3873314    -0.0000000    11.16420     0.04103
     0    11     0.0000000     0.0000000     0.9375102    12.23570     0.26347
     0    12     0.0000000    -0.1964874    -0.0000000    14.14640     0.01338
     0    13    -0.0000000    -0.0000000     0.2330334    14.19390     0.01888
     0    14    -0.0004829    -0.0000000    -0.0000000    14.56320     0.00000
     0    15    -0.0000000    -0.3166200    -0.0000000    15.15140     0.03721
     0    16    -0.0000000     0.0000000    -0.2214501    15.20940     0.01827
     0    17     0.0000000     0.0000000     0.0341361    15.38890     0.00044
     0    18    -0.5575814    -0.0000000    -0.0000000    15.43760     0.11759
     0    19     0.0000000    -0.1363444    -0.0000000    16.02940     0.00730
     0    20    -0.0000000     0.0000000    -0.5677347    16.03230     0.12660
     0    21     0.5201464     0.0000000     0.0000000    17.24690     0.11432
     0    22     0.0000000     0.0000000    -0.1392942    17.64370     0.00839
     0    23    -0.4532520    -0.0000000    -0.0000000    18.33360     0.09228
     0    24     0.0000000    -0.0000000     0.4448709    18.37110     0.08908
     0    25    -0.0921546     0.0000000    -0.0000000    18.51850     0.00385
     0    26    -0.0000000    -0.0000000     0.1772389    18.68300     0.01438
     0    27    -0.0000000    -0.3392625    -0.0000000    18.73280     0.05282
     0    28    -0.0000000     0.0000000     0.1682108    19.15680     0.01328
     0    29    -0.0000000    -0.1393336    -0.0000000    19.24950     0.00916
     0    30     0.0000000    -0.0000000     0.0000000    19.38560     0.00000
 
 Note: In below output the case of i=j corresponds to electronic contribution to dipole moment of excited state i
 Transition dipole moment between excited states (a.u.):
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     1     1     0.0000000    -0.0000000     6.8296415     0.00000     0.00000
     1     2     2.7931466     0.0000000     0.0000000     0.27650     0.05285
     1     3    -0.0000000    -0.0000000     2.9286468     0.89130     0.18729
     1     4    -0.0000000     3.0911218     0.0000000     1.04640     0.24496
     1     5    -1.3331099    -0.0000000     0.0000000     2.92530     0.12737
     1     6    -0.0000000     0.0000000     0.5275603     4.13500     0.02820
     1     7    -0.0000000    -0.0000000    -0.4061842     4.58130     0.01852
     1     8    -0.0000000    -0.5897874     0.0000000     4.78700     0.04080
     1     9    -0.7893972    -0.0000000     0.0000000     5.33080     0.08138
