0  -3092.6963643426734
1  -3087.3872643426735
2  -3087.2194643426733
3  -3086.544964342673
4  -3086.3980643426735
5  -3084.9420643426733
6  -3083.2836643426735
7  -3082.9478643426733
8  -3082.4672643426734
9  -3082.0620643426732
10  -3081.092164342673
11  -3080.502464342673
12  -3078.4906643426734
13  -3078.3138643426732
14  -3078.2885643426735
15  -3077.6556643426734
16  -3077.5810643426735
17  -3077.3343643426733
18  -3077.2103643426735
19  -3076.6142643426733
20  -3076.6111643426734
21  -3076.0324643426734
22  -3075.6344643426733
23  -3075.1504643426733
24  -3074.9748643426733
25  -3074.7136643426734
26  -3074.7098643426734
27  -3074.5951643426733
28  -3074.455264342673
29  -3074.4379643426732
30  -3074.3969643426735
