0  -3099.882053461283
1  -3094.344153461283
2  -3094.323653461283
3  -3093.5290534612827
4  -3093.387553461283
5  -3092.2417534612828
6  -3090.2592534612827
7  -3089.997653461283
8  -3089.311453461283
9  -3089.010653461283
10  -3087.9269534612827
11  -3087.711453461283
12  -3085.8511534612826
13  -3085.8289534612827
14  -3085.2479534612826
15  -3085.062653461283
16  -3085.0225534612828
17  -3084.4134534612826
18  -3084.317553461283
19  -3083.868353461283
20  -3083.7187534612826
21  -3083.7055534612828
22  -3083.665653461283
23  -3083.144453461283
24  -3082.950053461283
25  -3082.869953461283
26  -3082.756153461283
27  -3082.694353461283
28  -3082.549353461283
29  -3081.957153461283
30  -3081.839853461283
