0  -3112.9877728031556
1  -3111.2646728031555
2  -3108.5099728031555
3  -3108.1063728031554
4  -3107.6822728031557
5  -3106.655572803156
6  -3106.0082728031557
7  -3105.7114728031556
8  -3105.1626728031556
9  -3104.9500728031558
10  -3104.3914728031555
11  -3104.2227728031557
12  -3104.1358728031555
13  -3103.5286728031556
14  -3103.3346728031556
15  -3103.147472803156
16  -3102.8301728031556
17  -3102.6152728031557
18  -3102.0696728031558
19  -3101.8586728031555
20  -3101.7611728031557
21  -3101.7242728031556
22  -3101.7167728031554
23  -3101.4006728031554
24  -3101.2430728031554
25  -3100.8314728031555
26  -3100.7154728031555
27  -3100.3924728031557
28  -3100.244172803156
29  -3099.905372803156
30  -3099.735172803156
