 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.427563 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -0.716117      4.8608      255.07
     2     -0.000000      0.000000      0.340395      5.1786      239.42
     3      0.000000      0.000000      0.950608      5.7922      214.05
     4      0.000000      0.000000     -0.957676      5.9584      208.08
     5     -0.000000      0.000000     -1.583445      8.0984      153.10
     6     -0.000000      0.000000     -1.304444      9.0264      137.36
     7     -0.000000     -0.000000      0.209980      9.5407      129.95
     8      0.000000     -0.000000     -0.998641      9.5681      129.58
     9      0.000000      0.000000     -0.199472     10.2073      121.47
    10     -0.000000      0.000000     -2.860431     10.8880      113.87
    11      0.000000     -0.000000      0.684118     12.2766      100.99
    12      0.000000     -0.000000      1.766265     14.0015       88.55
    13      0.000000      0.000000      1.417924     14.0402       88.31
    14     -0.000000      0.000000      2.469711     14.4834       85.60
    15      0.000000      0.000000      1.410646     15.0744       82.25
    16      0.000000      0.000000      1.118545     15.1787       81.68
    17      0.000000      0.000000      0.751976     15.3835       80.60
    18      0.000000      0.000000      0.305536     15.4724       80.13
    19      0.000000      0.000000     -0.795256     16.0709       77.15
    20     -0.000000      0.000000      1.430734     16.0858       77.08
    21     -0.000000      0.000000      0.797248     17.4689       70.97
    22     -0.000000     -0.000000      3.145213     17.5585       70.61
    23     -0.000000     -0.000000      0.675736     18.3373       67.61
    24      0.000000      0.000000      1.333302     18.5605       66.80
    25     -0.000000      0.000000     -1.773008     18.5882       66.70
    26     -0.000000     -0.000000      0.396890     18.7399       66.16
    27     -0.000000      0.000000      0.239204     19.1941       64.59
    28      0.000000      0.000000      2.067745     19.3586       64.05
    29      0.000000      0.000000      0.862325     19.4939       63.60
    30     -0.000000      0.000000     -0.994124     19.5954       63.27
