 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -0.832028 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.244936      4.3850      282.75
     2     -0.000000      0.000000      1.628761      6.7289      184.26
     3     -0.000000      0.000000     -0.467431      7.5240      164.78
     4     -0.000000     -0.000000      0.284787      7.6886      161.26
     5      0.000000      0.000000      0.196926      8.1900      151.38
     6     -0.000000      0.000000      0.585320      9.9805      124.23
     7     -0.000000      0.000000      1.773464     10.3201      120.14
     8      0.000000      0.000000      0.376516     10.4278      118.90
     9     -0.000000      0.000000     -0.988569     10.9758      112.96
    10      0.000000      0.000000      2.033942     11.1530      111.17
    11     -0.000000      0.000000     -3.418836     11.2021      110.68
    12     -0.000000      0.000000     -0.096193     12.0225      103.13
    13     -0.000000     -0.000000      0.790554     12.0718      102.71
    14     -0.000000      0.000000      1.636543     12.1059      102.42
    15     -0.000000      0.000000     -1.650865     12.1667      101.90
    16     -0.000000      0.000000     -1.185970     12.6253       98.20
    17     -0.000000      0.000000      1.789263     12.7068       97.57
    18      0.000000      0.000000      0.152251     12.8909       96.18
    19     -0.000000      0.000000      0.069159     13.0313       95.14
    20     -0.000000     -0.000000      1.295105     13.1339       94.40
    21      0.000000      0.000000      1.399275     13.3477       92.89
    22      0.000000      0.000000     -1.957629     13.6389       90.90
    23      0.000000      0.000000      1.086347     13.6778       90.65
    24     -0.000000      0.000000     -1.475420     14.2506       87.00
    25     -0.000000      0.000000      1.736028     14.2727       86.87
    26     -0.000000     -0.000000     -0.252979     14.5634       85.13
    27      0.000000      0.000000     -0.306678     14.8096       83.72
    28      0.000000      0.000000     -1.625817     15.3141       80.96
    29     -0.000000      0.000000      1.294173     15.4304       80.35
    30     -0.000000      0.000000      2.716363     15.4454       80.27
