 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.694897 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -1.244297      4.3545      284.73
     2      0.000000     -0.000000      0.150099      4.7500      261.02
     3      0.000000     -0.000000      1.452354      5.4929      225.72
     4      0.000000      0.000000     -1.153619      5.7698      214.88
     5     -0.000000     -0.000000     -1.558759      8.5647      144.76
     6     -0.000000     -0.000000     -0.617938      8.7431      141.81
     7      0.000000     -0.000000     -0.743299      8.8116      140.71
     8      0.000000      0.000000     -0.121416      9.4103      131.75
     9     -0.000000     -0.000000      0.289846      9.9554      124.54
    10      0.000000     -0.000000     -2.651303     10.0688      123.14
    11     -0.000000      0.000000      1.108666     11.8926      104.25
    12      0.000000     -0.000000      2.351184     12.5107       99.10
    13     -0.000000     -0.000000      1.182770     12.5959       98.43
    14      0.000000      0.000000      1.306941     13.2153       93.82
    15     -0.000000     -0.000000      3.165481     13.5092       91.78
    16     -0.000000      0.000000      1.608301     13.7767       90.00
    17     -0.000000      0.000000     -1.612626     14.7680       83.95
    18      0.000000     -0.000000      0.209631     15.0870       82.18
    19      0.000000     -0.000000      3.279970     15.5866       79.55
    20     -0.000000      0.000000     -0.839280     15.8831       78.06
    21      0.000000     -0.000000      2.013420     15.9071       77.94
    22     -0.000000     -0.000000      0.935823     16.2187       76.45
    23     -0.000000     -0.000000      1.676703     16.3908       75.64
    24      0.000000      0.000000      1.059144     16.7426       74.05
    25     -0.000000     -0.000000      2.616089     17.6163       70.38
    26      0.000000     -0.000000     -0.291787     18.0185       68.81
    27      0.000000     -0.000000      0.420751     18.5029       67.01
    28     -0.000000      0.000000     -0.141633     18.9029       65.59
    29     -0.000000     -0.000000     -1.302169     18.9231       65.52
    30     -0.000000      0.000000      0.143289     19.1873       64.62
