0  -3116.808671030934
1  -3113.011871030934
2  -3109.921671030934
3  -3109.145171030934
4  -3108.928871030934
5  -3108.416871030934
6  -3108.029971030934
7  -3107.676171030934
8  -3107.003071030934
9  -3106.630871030934
10  -3106.482871030934
11  -3105.773871030934
12  -3105.663771030934
13  -3105.366071030934
14  -3105.112871030934
15  -3104.940071030934
16  -3104.496271030934
17  -3104.493471030934
18  -3104.249171030934
19  -3104.0803710309337
20  -3104.014071030934
21  -3103.830671030934
22  -3103.551671030934
23  -3103.497171030934
24  -3103.214071030934
25  -3103.0857710309338
26  -3102.730971030934
27  -3102.509571030934
28  -3102.399971030934
29  -3102.120571030934
30  -3101.863971030934
