 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000    0.506406 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.850990      4.7246      262.42
     2     -0.000000      0.000000      0.306432      5.0669      244.69
     3      0.000000     -0.000000      1.090313      5.6950      217.71
     4     -0.000000     -0.000000     -1.002410      5.8767      210.98
     5     -0.000000      0.000000     -1.615022      8.2198      150.84
     6      0.000000      0.000000     -1.201001      8.9245      138.93
     7     -0.000000      0.000000     -0.933005      9.3665      132.37
     8     -0.000000      0.000000      0.231399      9.4920      130.62
     9      0.000000      0.000000     -0.029159     10.0959      122.81
    10     -0.000000      0.000000     -2.848879     10.6608      116.30
    11     -0.000000     -0.000000      0.724888     12.3223      100.62
    12     -0.000000      0.000000      1.256407     13.8188       89.72
    13      0.000000     -0.000000      1.751121     13.8967       89.22
    14      0.000000      0.000000      2.328199     14.3039       86.68
    15     -0.000000     -0.000000      1.289414     14.9171       83.12
    16     -0.000000      0.000000      2.095548     15.0728       82.26
    17     -0.000000      0.000000     -0.174398     15.3495       80.77
    18      0.000000      0.000000      0.443545     15.5030       79.97
    19     -0.000000     -0.000000     -0.678680     16.1165       76.93
    20     -0.000000      0.000000      1.701508     16.1444       76.80
    21     -0.000000      0.000000      3.053216     17.3887       71.30
    22     -0.000000      0.000000      0.746373     17.5213       70.76
    23     -0.000000      0.000000      0.736092     18.2229       68.04
    24     -0.000000      0.000000      1.312548     18.3201       67.68
    25     -0.000000      0.000000     -1.571026     18.7656       66.07
    26     -0.000000      0.000000      0.560530     18.7776       66.03
    27     -0.000000     -0.000000      0.299803     19.1422       64.77
    28      0.000000      0.000000      2.352349     19.2608       64.37
    29     -0.000000      0.000000     -1.251589     19.6843       62.99
    30     -0.000000      0.000000     -0.569235     19.7516       62.77
