# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 0.019687 0.004169 0.001474 -0.011280 0.025325
0.020000 0.078721 0.016689 0.005902 -0.045112 0.101241
0.030000 0.177022 0.037609 0.013305 -0.101469 0.227577
0.040000 0.314459 0.067004 0.023716 -0.180308 0.404047
0.050000 0.490845 0.104982 0.037181 -0.281572 0.630254
0.060000 0.705945 0.151679 0.053761 -0.405187 0.905692
0.070000 0.959474 0.207258 0.073529 -0.551064 1.229751
0.080000 1.251093 0.271910 0.096569 -0.719106 1.601720
0.090000 1.580422 0.345850 0.122981 -0.909204 2.020795
0.100000 1.947028 0.429316 0.152875 -1.121240 2.486078
0.110000 2.350439 0.522567 0.186373 -1.355091 2.996590
0.120000 2.790138 0.625883 0.223611 -1.610631 3.551275
0.130000 3.265567 0.739560 0.264734 -1.887731 4.149005
0.140000 3.776130 0.863908 0.309898 -2.186265 4.788589
0.150000 4.321195 0.999251 0.359272 -2.506107 5.468779
0.160000 4.900096 1.145922 0.413033 -2.847138 6.188279
0.170000 5.512135 1.304263 0.471367 -3.209246 6.945750
0.180000 6.156585 1.474621 0.534471 -3.592325 7.739817
0.190000 6.832691 1.657347 0.602548 -3.996280 8.569077
0.200000 7.539676 1.852790 0.675808 -4.421024 9.432103
0.210000 8.276739 2.061300 0.754468 -4.866483 10.327454
0.220000 9.043060 2.283223 0.838748 -5.332589 11.253677
0.230000 9.837800 2.518899 0.928874 -5.819285 12.209311
0.240000 10.660107 2.768661 1.025071 -6.326522 13.192896
0.250000 11.509115 3.032829 1.127566 -6.854254 14.202974
0.260000 12.383948 3.311716 1.236580 -7.402440 15.238091
0.270000 13.283722 3.605620 1.352335 -7.971035 16.296803
0.280000 14.207545 3.914822 1.475042 -8.559993 17.377673
0.290000 15.154519 4.239591 1.604904 -9.169253 18.479278
0.300000 16.123748 4.580174 1.742110 -9.798742 19.600206
0.310000 17.114331 4.936804 1.886836 -10.448363 20.739054
0.320000 18.125368 5.309690 2.039234 -11.117990 21.894433
0.330000 19.155962 5.699025 2.199438 -11.807462 23.064961
0.340000 20.205220 6.104978 2.367551 -12.516572 24.249262
0.350000 21.272252 6.527698 2.543649 -13.245060 25.445965
0.360000 22.356176 6.967311 2.727772 -13.992607 26.653700
0.370000 23.456117 7.423924 2.919921 -14.758822 27.871093
0.380000 24.571206 7.897623 3.120057 -15.543235 29.096761
0.390000 25.700584 8.388470 3.328096 -16.345293 30.329311
0.400000 26.843402 8.896512 3.543904 -17.164346 31.567332
