0  -3116.0084584250158
1  -3111.334058425016
2  -3109.399258425016
3  -3108.6046584250157
4  -3108.453458425016
5  -3107.9472584250157
6  -3105.7237584250156
7  -3105.3764584250157
8  -3104.982258425016
9  -3104.974758425016
10  -3104.330458425016
11  -3104.284558425016
12  -3103.9501584250156
13  -3103.686558425016
14  -3103.555058425016
15  -3103.4133584250158
16  -3103.3836584250157
17  -3103.072358425016
18  -3102.721658425016
19  -3102.651058425016
20  -3102.5194584250157
21  -3102.5077584250157
22  -3102.285958425016
23  -3102.085658425016
24  -3101.399258425016
25  -3101.2143584250157
26  -3101.104958425016
27  -3100.835458425016
28  -3100.5203584250157
29  -3100.4054584250157
30  -3100.2981584250156
