0.05	0.000102
0.1	0.000356
0.15	0.001128
0.2	0.001787
0.25	0.004183
0.3	0.001778
0.35	0.001106
0.4	0.000827
0.45	0.001228
0.5	0.001051
0.55	0.001524
0.6	0.002062
0.65	0.002015
0.7	0.001271
0.75	0.001024
0.8	0.001495
0.85	0.001767
0.9	0.001131
0.95	0.001209
1.0	0.001885
1.05	0.001711
1.1	0.001347
1.15	0.001452
1.2	0.001559
1.25	0.001323
1.3	0.001611
1.35	0.001606
1.4	0.001931
1.45	0.001276
1.5	0.001947
1.55	0.002004
1.6	0.001553
1.65	0.001265
1.7	0.001842
1.75	0.001587
1.8	0.002341
1.85	0.001461
1.9	0.001647
1.95	0.002289
2.0	0.002478
2.05	0.001666
2.1	0.001684
2.15	0.002333
2.2	0.002395
2.25	0.002628
2.3	0.002111
2.35	0.002795
2.4	0.002937
2.45	0.002207
2.5	0.003449
2.55	0.003433
2.6	0.002846
2.65	0.00293
2.7	0.004513
2.75	0.003922
2.8	0.002882
2.85	0.002801
2.9	0.005383
2.95	0.005843
3.0	0.002972
3.05	0.0043
3.1	0.006814
3.15	0.005062
3.2	0.004288
3.25	0.00638
3.3	0.007166
3.35	0.005914
3.4	0.006544
3.45	0.007359
3.5	0.007665
3.55	0.00489
3.6	0.00803
3.65	0.012775
3.7	0.006804
3.75	0.005317
3.8	0.011627
3.85	0.010885
3.9	0.010279
3.95	0.005558
4.0	0.012643
4.05	0.013408
4.1	0.008506
4.15	0.007775
4.2	0.010289
4.25	0.011794
4.3	0.010695
4.35	0.013631
4.4	0.01573
4.45	0.009963
4.5	0.013276
4.55	0.01631
4.6	0.018718
4.65	0.00911
4.7	0.013367
4.75	0.02276
4.8	0.013848
4.85	0.013829
4.9	0.01796
4.95	0.019335
5.0	0.015624
5.05	0.016108
5.1	0.017634
5.15	0.017652
5.2	0.013698
5.25	0.015145
5.3	0.023824
5.35	0.01309
5.4	0.009826
5.45	0.022665
5.5	0.016873
5.55	0.013753
5.6	0.010698
5.65	0.018578
5.7	0.018695
5.75	0.009583
5.8	0.014933
5.85	0.01473
5.9	0.012612
5.95	0.009898
6.0	0.016558
6.05	0.011601
6.1	0.007631
6.15	0.013943
6.2	0.013023
6.25	0.011231
6.3	0.007175
6.35	0.01071
6.4	0.014044
6.45	0.012905
6.5	0.008959
6.55	0.015075
6.6	0.018003
6.65	0.01229
6.7	0.013116
6.75	0.014203
6.8	0.014863
6.85	0.013987
6.9	0.013416
6.95	0.021747
7.0	0.011566
7.05	0.010734
7.1	0.019146
7.15	0.021069
7.2	0.010453
7.25	0.012869
7.3	0.023778
7.35	0.014106
7.4	0.013139
7.45	0.015444
7.5	0.017437
7.55	0.014644
7.6	0.011846
7.65	0.019413
7.7	0.015321
7.75	0.009066
7.8	0.013653
7.85	0.018574
7.9	0.011456
7.95	0.008949
8.0	0.016592
8.05	0.013198
8.1	0.011364
8.15	0.008514
8.2	0.01263
8.25	0.015303
8.3	0.010086
8.35	0.011025
8.4	0.012017
8.45	0.012866
8.5	0.008479
8.55	0.010644
8.6	0.009902
8.65	0.00634
8.7	0.010292
8.75	0.008503
8.8	0.009086
8.85	0.004601
8.9	0.005714
8.95	0.010151
9.0	0.005301
9.05	0.005307
9.1	0.005849
9.15	0.006546
9.2	0.006175
9.25	0.004467
9.3	0.005351
9.35	0.004837
9.4	0.003004
9.45	0.005375
9.5	0.005115
9.55	0.003212
9.6	0.002347
9.65	0.004492
9.7	0.004232
9.75	0.002721
9.8	0.002107
9.85	0.002885
9.9	0.003522
9.95	0.003149
10.0	0.0019
10.05	0.002416
10.1	0.001926
10.15	0.001837
10.2	0.003429
10.25	0.001896
10.3	0.001239
10.35	0.001551
10.4	0.001442
10.45	0.003487
10.5	0.000877
10.55	0.000884
10.6	0.001642
10.65	0.00101
10.7	0.001345
10.75	0.000782
10.8	0.000944
10.85	0.000875
10.9	0.000608
10.95	0.001707
11.0	0.000732
11.05	0.000635
11.1	0.000473
11.15	0.000682
11.2	0.00162
11.25	0.000334
11.3	0.000518
11.35	0.0005
11.4	0.000364
11.45	0.00066
11.5	0.000359
11.55	0.000506
11.6	0.000253
11.65	0.000201
11.7	0.000849
11.75	0.000386
11.8	0.000172
11.85	0.000236
11.9	0.00028
11.95	0.0007
12.0	0.000191
12.05	0.000149
12.1	0.000257
12.15	0.000189
12.2	0.000385
12.25	0.0002
12.3	0.000182
12.35	0.000329
12.4	0.000205
12.45	0.000368
12.5	0.002433
