 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.480952 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000     -0.807114      4.7690      259.98
     2      0.000000      0.000000      0.318175      5.1039      242.92
     3     -0.000000      0.000000      1.044864      5.7259      216.53
     4      0.000000     -0.000000     -0.987458      5.9019      210.08
     5      0.000000      0.000000     -1.605124      8.1799      151.57
     6      0.000000      0.000000     -1.239686      8.9565      138.43
     7      0.000000     -0.000000     -0.954662      9.4323      131.45
     8      0.000000     -0.000000      0.228655      9.5069      130.41
     9     -0.000000      0.000000     -0.084799     10.1305      122.39
    10      0.000000      0.000000     -2.853198     10.7350      115.50
    11      0.000000     -0.000000      0.711782     12.3059      100.75
    12     -0.000000     -0.000000      1.298886     13.9019       89.19
    13      0.000000     -0.000000      1.757059     13.9294       89.01
    14      0.000000      0.000000      2.365196     14.3744       86.25
    15      0.000000     -0.000000      1.321156     14.9787       82.77
    16      0.000000     -0.000000      1.799495     15.1190       82.01
    17      0.000000     -0.000000      0.107839     15.3628       80.70
    18      0.000000      0.000000      0.410249     15.4958       80.01
    19      0.000000     -0.000000     -0.707434     16.1030       76.99
    20     -0.000000      0.000000      1.622540     16.1269       76.88
    21      0.000000      0.000000      3.074246     17.4555       71.03
    22      0.000000      0.000000      0.763947     17.5192       70.77
    23     -0.000000     -0.000000      0.714526     18.2699       67.86
    24      0.000000      0.000000      1.310608     18.4096       67.35
    25      0.000000      0.000000     -1.672272     18.7102       66.27
    26      0.000000      0.000000      0.511946     18.7680       66.06
    27      0.000000     -0.000000      0.284032     19.1595       64.71
    28     -0.000000      0.000000      2.377357     19.3061       64.22
    29     -0.000000     -0.000000     -1.357487     19.6703       63.03
    30      0.000000      0.000000     -1.037008     19.7375       62.82
