0  -1118386.4216251636
1  -1118384.5746251636
2  -1118384.5385251637
3  -1118384.4813251637
4  -1118384.4679251637
5  -1118384.4678251636
6  -1118384.4483251637
7  -1118384.4311251636
8  -1118384.4307251635
9  -1118384.4070251635
10  -1118384.3720251636
11  -1118384.3719251635
12  -1118384.3220251636
13  -1118384.3109251636
14  -1118384.2942251635
15  -1118384.2905251635
16  -1118384.2283251637
17  -1118384.2062251635
18  -1118384.2007251636
19  -1118384.1749251636
20  -1118384.1340251637
