0 0 -0.023085 -4e-06 8.7e-05
0 1 0.007187 -5.21e-05 -9.58e-05
0 2 -0.0002159 0.0087989 -1.2366989
0 3 0.0094993 1.77e-05 -8.72e-05
0 4 -0.0009352 0.1256904 1.8961048
0 5 0.1307179 0.0010798 -0.0024095
0 6 -0.0001107 0.0117146 26.3607156
0 7 0.1960815 0.0002932 0.0015604
0 8 -0.0003069 0.1652338 1.5896212
0 9 9.68e-05 0.0227875 1.2662535
0 10 0.0017948 -0.3390403 1.0105111
0 11 -0.3628872 -0.0014409 0.0006014
0 12 -0.0519522 0.0001804 -0.0001327
0 13 -0.2897394 -4.11e-05 -0.0003328
0 14 0.0003202 -0.2342337 -0.15976
0 15 0.1825503 0.0004813 0.000488
0 16 0.0001293 -0.0099435 0.3584166
0 17 -0.000648 0.5085207 1.4968775
0 18 -0.5954358 -0.0009239 0.0003363
0 19 -0.000565 0.199551 -4.17823
0 20 -0.0145301 6.6e-06 0.0002246
1 1 -0.020623 -0.0 0.000287
1 2 -6.7e-06 -0.001168 0.4942953
1 3 0.0080671 1.35e-05 -9.03e-05
1 4 0.0001762 -0.049019 0.022356
1 5 -0.0484054 -0.0002161 0.0003957
1 6 -2.13e-05 -0.0146229 0.0428539
1 7 0.116079 0.0001016 0.0002346
1 8 -7.9e-05 0.1138027 0.095346
1 9 1.66e-05 -0.0060421 0.145346
1 10 -0.0001984 0.0887389 -0.063359
1 11 0.0889541 0.000169 -0.0001811
1 12 -0.0029172 1.96e-05 -6.84e-05
1 13 -0.0735748 -2.63e-05 -0.0003324
1 14 5.52e-05 -0.1562191 -0.1129049
1 15 0.1397718 4.62e-05 -0.0002506
1 16 -4e-06 0.0019955 0.0087536
1 17 5.05e-05 -0.0563605 0.1443985
1 18 0.0580027 6.84e-05 0.000148
1 19 8.7e-06 -0.0044957 -0.0388231
1 20 0.002852 -1.17e-05 -9.95e-05
2 2 -0.014579 1.1e-05 0.000284
2 3 1.2e-05 -0.0008492 0.6309945
2 4 0.1171408 0.0003921 0.0003335
2 5 0.0003813 -0.1153546 -0.0821194
2 6 0.0012062 -3.13e-05 0.0001402
2 7 0.0001599 -0.1431578 0.0811163
2 8 0.1439653 0.0001754 -0.0004036
2 9 0.0177106 1.12e-05 -4.64e-05
2 10 -0.2734092 -0.0005388 -0.0004291
2 11 -0.0005454 0.2727355 0.2098239
2 12 -1.61e-05 0.0039663 0.1542013
2 13 -4.51e-05 0.0779105 -0.0402421
2 14 -0.1473777 -3.8e-05 0.0002199
2 15 3.38e-05 -0.1219222 0.1778274
2 16 -0.0080792 1.72e-05 9.17e-05
2 17 0.2724146 0.0001779 0.0003604
2 18 -0.0002245 0.2935244 0.1855424
2 19 0.1202313 5.23e-05 -0.0004444
2 20 2.53e-05 -0.0017115 -0.0590762
3 3 0.000179 1e-06 0.000253
3 4 0.0003971 -0.1031475 0.0649013
3 5 -0.1015992 -0.0003532 0.0002809
3 6 -1.75e-05 -0.036636 -0.0402063
3 7 0.2780084 0.0002883 0.0001916
3 8 -0.0002921 0.2720645 0.2296192
3 9 1.61e-05 -0.0124566 0.6188449
3 10 -0.0003989 0.2046569 -0.1535242
3 11 0.2048039 0.0004408 -0.0005496
3 12 -0.0052722 -2.9e-06 -2.7e-05
3 13 -0.1982549 -2.45e-05 0.0001674
3 14 9.33e-05 -0.4114478 -0.2943321
3 15 0.3659356 8.17e-05 0.0001036
3 16 -1.44e-05 0.0027482 -0.1209223
3 17 7.29e-05 -0.14513 0.2102075
3 18 0.1475829 3.93e-05 -0.0003193
3 19 2.09e-05 -0.0052248 0.2708645
3 20 0.0072913 -1.53e-05 -0.0002463
4 4 -0.020619 3.1e-05 -0.000104
4 5 2.3e-05 -0.0022685 0.0049254
4 6 -0.0014526 -1.66e-05 -0.0004376
4 7 -2.8e-05 0.0008638 0.6951444
4 8 0.0021211 -1.24e-05 0.0018349
4 9 0.1657449 0.0005906 0.0002462
4 10 0.0020524 -9.1e-06 0.0002716
4 11 -1.2e-05 -0.0003884 -0.035842
4 12 0.0003989 -0.0955775 0.0522466
4 13 -6.46e-05 0.019746 -0.1628849
4 14 0.0003944 6.22e-05 -0.0005202
4 15 -8.37e-05 0.0068696 0.1489487
4 16 -0.1671611 -0.0006027 -0.0002219
4 17 0.0075715 3.32e-05 -4.89e-05
4 18 7.5e-06 0.0006358 -0.0197424
4 19 -0.0243619 -8.76e-05 -0.0001366
4 20 0.0003158 -0.0700162 0.1083532
5 5 -0.025309 -1.4e-05 -0.000106
5 6 -2.7e-05 0.0010752 0.0601173
5 7 0.005772 6.6e-06 0.0017558
5 8 7.9e-06 0.0025711 -0.6847785
5 9 0.0006172 -0.1625436 -0.0976196
