 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.644276 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -1.111342      4.4689      277.44
     2     -0.000000     -0.000000      0.218497      4.8478      255.75
     3     -0.000000      0.000000      1.348447      5.5385      223.86
     4     -0.000000      0.000000     -1.096213      5.7694      214.90
     5      0.000000     -0.000000     -1.633119      8.4515      146.70
     6     -0.000000      0.000000     -0.871628      8.7743      141.30
     7     -0.000000      0.000000     -0.802856      8.9871      137.96
     8     -0.000000      0.000000      0.131760      9.4282      131.50
     9      0.000000     -0.000000      0.252936      9.9527      124.57
    10     -0.000000     -0.000000     -2.792538     10.2367      121.12
    11     -0.000000      0.000000      0.746238     12.4477       99.60
    12     -0.000000      0.000000      1.309778     12.9760       95.55
    13     -0.000000     -0.000000      2.318567     13.5198       91.71
    14     -0.000000     -0.000000      1.678428     13.7435       90.21
    15     -0.000000     -0.000000      1.291874     14.2181       87.20
    16     -0.000000      0.000000      3.087869     14.4328       85.90
    17     -0.000000     -0.000000     -1.233136     15.1129       82.04
    18     -0.000000     -0.000000      0.365048     15.3706       80.66
    19     -0.000000     -0.000000     -0.735670     16.0675       77.16
    20     -0.000000     -0.000000      1.982085     16.0995       77.01
    21      0.000000     -0.000000      3.148499     16.6182       74.61
    22      0.000000     -0.000000      0.811154     17.0863       72.56
    23     -0.000000      0.000000      1.527563     17.4354       71.11
    24     -0.000000     -0.000000      0.939015     17.6146       70.39
    25      0.000000     -0.000000      2.370814     18.5499       66.84
    26     -0.000000     -0.000000      0.653700     18.6645       66.43
    27     -0.000000      0.000000      0.260446     19.0229       65.18
    28      0.000000     -0.000000     -1.185941     19.0396       65.12
    29     -0.000000     -0.000000     -0.661093     19.0991       64.92
    30     -0.000000      0.000000     -0.328080     19.4850       63.63
